date,trail_12m_net_sales,trail_12m_eps,trail_12m_oper_margin,ev_to_t12m_ebitda,enterprise_value,best_pe_ratio,px_last,best_sales,best_eps,best_cur_ev_to_ebitda,trail_12m_ebitda,cur_mkt_cap,volume,eqy_dvd_yld_12m,trail_12m_gross_margin,ebit_margin,best_ltg_eps,is_div_per_shr,ebitda_margin,tot_debt_to_tot_asset,sales_growth,eps_growth,sales_to_cash,current_ev_to_t12m_ebitda,pe_ratio,eqy_sh_out,short_int,si_percent_equity_float,rsk_bb_implied_cds_spread,ivol_delta,open_int_total_call,open_int_total_put,px_to_book_ratio,tot_debt_to_tot_eqy,tot_debt_to_ebitda,return_com_eqy,eqy_dvd_yld_ind,tang_book_val_per_sh,net_debt,best_ebitda,trail_12m_oper_inc,px_last_usd,trail_12m_cap_expend,free_cash_flow_yield,trail_12m_free_cash_flow_per_sh,best_estimate_fcf,interest_coverage_ratio,t12_fcf_t12_ebitda,tot_debt_to_com_eqy,altman_z_score,bs_cash_near_cash_item,bs_mkt_sec_other_st_invest,bs_cur_liab,bs_acct_note_rcv,is_operating_expn,invent_days,acct_rcv_days,accounts_payable_turnover_days,wacc_eva_spread,wacc_return_on_inv_capital,wacc
2000-11-30,2465.66,-1.48,-24.6467,,14887.6,,24.688,,,,-126.282,8793.04,13123500.0,,21.0622,-24.6467,,0.0,-5.1216,93.1378,79.2859,-15.2542,0.9858,,,356.174,40457700.0,13.857,,,194363.0,185273.0,507.173,8404.38,,-1874.34,,-2.8296,1199.89,,-607.705,,-202.623,-6.4513,-1.5927,,,,,,647.048,252.976,659.097,0.0,319.003,26.5776,,49.7531,-46.5785,-36.8798,9.6987
2000-12-29,2465.66,-1.48,-24.6467,,14887.6,,15.563,,,,-126.282,5542.95,9868800.0,,21.0622,-24.6467,,0.0,-5.1216,93.1378,79.2859,-15.2542,0.9858,,,356.174,42590600.0,14.587,,,223229.0,175753.0,507.173,8404.38,,-1874.34,,-2.8296,1199.89,,-607.705,,-202.623,-4.7404,-1.5927,,,,,,647.048,252.976,659.097,0.0,319.003,26.5776,,49.7531,-46.5785,-36.8798,9.6987
2001-01-31,2761.98,-1.18,-24.0251,,6601.51,,17.313,,,,-279.155,6182.99,20475800.0,,23.743,-24.0251,,0.0,-10.1071,100.415,43.8313,-59.375,1.1823,,,357.14,43338200.0,14.843,,,191700.0,168938.0,507.173,8404.38,,-1874.34,,-3.4232,1043.52,,-663.569,,-134.758,-4.2612,-0.7377,,,,,,822.435,278.087,974.956,0.0,362.344,34.3382,,84.2468,-66.3746,-56.388,9.9866
2001-02-28,2761.98,-1.18,-24.0251,,6601.51,,10.188,,,,-279.155,3638.36,14630900.0,,23.743,-24.0251,,0.0,-10.1071,100.415,43.8313,-59.375,1.1823,,,357.14,44349900.0,15.19,,,146874.0,113232.0,507.173,8404.38,,-1874.34,,-3.4232,1043.52,,-663.569,,-134.758,-7.2414,-0.7377,,,,,,822.435,278.087,974.956,0.0,362.344,34.3382,,84.2468,-66.3746,-56.388,9.9866
2001-03-30,2761.98,-1.18,-24.0251,,6601.51,,10.23,,,,-279.155,3668.02,3570000.0,,23.743,-24.0251,,0.0,-10.1071,100.415,43.8313,-59.375,1.1823,,,358.555,49879200.0,17.084,,,140966.0,123925.0,507.173,8404.38,,-1874.34,,-3.4232,1043.52,,-663.569,,-134.758,-9.0104,-0.7377,,,,,,822.435,278.087,974.956,0.0,362.344,34.3382,,84.2468,-66.3746,-56.388,9.9866
2001-04-30,2888.45,-1.04,-19.7353,,5166.19,,15.78,,,,-212.861,5668.03,5780400.0,,24.589,-19.7353,,0.0,-7.3694,145.438,22.0368,30.0,1.567,,,359.191,50295700.0,17.226,,,212367.0,210542.0,507.173,8404.38,,-1874.34,,-4.0625,1495.19,,-570.044,,-127.594,-5.8413,-0.9218,,,,,,446.944,196.029,604.71,0.0,284.945,27.4661,,43.3309,-73.2127,-63.2349,9.9778
2001-05-31,2888.45,-1.04,-19.7353,,5166.19,,16.69,,,,-212.861,5994.89,9634400.0,,24.589,-19.7353,,0.0,-7.3694,145.438,22.0368,30.0,1.567,,,359.191,51319800.0,17.577,,,232694.0,220268.0,507.173,8404.38,,-1874.34,,-4.0625,1495.19,,-570.044,,-127.594,-5.5228,-0.9218,,,,,,446.944,196.029,604.71,0.0,284.945,27.4661,,43.3309,-73.2127,-63.2349,9.9778
2001-06-29,2888.45,-1.04,-19.7353,,5166.19,,14.15,,,,-212.861,5082.55,4544500.0,,24.589,-19.7353,,0.0,-7.3694,145.438,22.0368,30.0,1.567,,,359.191,51055500.0,17.487,,,180418.0,181567.0,507.173,8404.38,,-1874.34,,-4.0625,1495.19,,-570.044,,-127.594,-4.9956,-0.9218,,,,,,446.944,196.029,604.71,0.0,284.945,27.4661,,43.3309,-73.2127,-63.2349,9.9778
2001-07-31,2978.2,-0.87,-15.8924,,6661.1,,12.49,,,,-145.594,4530.67,4378900.0,,25.3138,-15.8924,,0.0,-4.8887,159.48,15.5308,48.3516,1.4421,,,362.744,47873600.0,16.397,,,175958.0,163515.0,507.173,8404.38,,-1874.34,,-4.3701,1536.09,,-473.306,,-109.141,-5.6595,-0.7069,,,,,,462.949,146.02,648.24,0.0,260.91,24.7289,,45.5389,-73.9206,-62.3619,11.5586
2001-08-31,2978.2,-0.87,-15.8924,,6661.1,,8.94,,,,-145.594,3316.57,3654100.0,,25.3138,-15.8924,,0.0,-4.8887,159.48,15.5308,48.3516,1.4421,,,370.981,51797000.0,17.741,,,168106.0,145744.0,507.173,8404.38,,-1874.34,,-4.3701,1536.09,,-473.306,,-109.141,-7.9069,-0.7069,,,,,,462.949,146.02,648.24,0.0,260.91,24.7289,,45.5389,-73.9206,-62.3619,11.5586
2001-09-28,2978.2,-0.87,-15.8924,,6661.1,,5.97,,,,-145.594,2214.76,7000300.0,,25.3138,-15.8924,,0.0,-4.8887,159.48,15.5308,48.3516,1.4421,,,370.981,49956000.0,17.11,,,163401.0,141701.0,507.173,8404.38,,-1874.34,,-4.3701,1536.09,,-473.306,,-109.141,-13.2001,-0.7069,,,,,,462.949,146.02,648.24,0.0,260.91,24.7289,,45.5389,-73.9206,-62.3619,11.5586
2001-10-31,2979.62,-1.08,-13.0192,,3739.56,,6.98,,,,-104.722,2594.84,7752800.0,,25.131,-13.0192,,0.0,-3.5146,162.527,0.2231,32.3529,1.4788,,,371.753,48741000.0,16.694,,,173633.0,102786.0,507.173,8404.38,,-1874.34,,-4.2098,1520.12,,-387.922,,-80.118,-11.29,-0.788,,,,,,432.307,235.793,628.198,0.0,228.532,24.1024,,44.9842,-61.5026,-49.999,11.5036
2001-11-30,2979.62,-1.08,-13.0192,,3739.56,,11.32,,,,-104.722,4208.24,8918000.0,,25.131,-13.0192,,0.0,-3.5146,162.527,0.2231,32.3529,1.4788,,,371.753,51852800.0,17.76,,,201083.0,119929.0,507.173,8404.38,,-1874.34,,-4.2098,1520.12,,-387.922,,-80.118,-6.9615,-0.788,,,,,,432.307,235.793,628.198,0.0,228.532,24.1024,,44.9842,-61.5026,-49.999,11.5036
2001-12-31,3122.43,-0.74,-7.3054,138.501,5212.76,,10.82,,,,37.637,4022.37,6034800.0,,25.5749,-7.3054,,0.0,1.2054,132.584,14.6871,32.3529,2.0641,138.08,,371.753,64021800.0,21.928,,,220861.0,146323.0,507.173,8404.38,57.6859,-1874.34,,-4.072,1174.54,,-228.105,,-50.321,-4.6722,-0.5055,,,,,,540.282,456.303,921.414,0.0,252.276,24.9958,,74.0281,-42.8348,-31.1992,11.6356
2002-01-31,3122.43,-0.74,-7.3054,138.501,5212.76,,14.19,,,,37.637,5297.0,10486200.0,,25.5749,-7.3054,,0.0,1.2054,132.584,14.6871,32.3529,2.0641,171.946,,373.291,58241500.0,19.948,,,178296.0,174236.0,507.173,8404.38,57.6859,-1874.34,,-4.072,1174.54,,-228.105,,-50.321,-3.5626,-0.5055,,,,,,540.282,456.303,921.414,0.0,252.276,24.9958,,74.0281,-42.8348,-31.1992,11.6356
2002-02-28,3122.43,-0.74,-7.3054,138.501,5212.76,,14.1,,,,37.637,5263.41,6062800.0,,25.5749,-7.3054,,0.0,1.2054,132.584,14.6871,32.3529,2.0641,171.054,,373.291,48252200.0,16.526,,,169999.0,158147.0,507.173,8404.38,57.6859,-1874.34,,-4.072,1174.54,,-228.105,,-50.321,-3.5854,-0.5055,,,,,,540.282,456.303,921.414,0.0,252.276,24.9958,,74.0281,-42.8348,-31.1992,11.6356
2002-03-29,3122.43,-0.74,-7.3054,138.501,5212.76,,14.3,,,,37.637,5338.06,3051400.0,,25.5749,-7.3054,,0.0,1.2054,132.584,14.6871,32.3529,2.0641,67.0945,,373.291,43848100.0,15.018,,,185937.0,169123.0,507.173,8404.38,57.6859,-1874.34,,-4.072,1174.54,,-228.105,,-50.321,0.1982,-0.5055,,,,,,540.282,456.303,921.414,0.0,252.276,24.9958,,74.0281,-42.8348,-31.1992,11.6356
2002-04-30,3269.5,-0.54,-3.487,67.3526,6785.03,,16.69,,,,100.739,6260.01,6431700.0,,25.6641,-3.487,,0.0,3.0812,159.056,20.9987,90.4762,2.8563,76.2464,,375.075,41063500.0,14.064,,,185621.0,126757.0,507.173,8404.38,21.5034,-1874.34,,-4.0659,1420.97,,-114.009,,-35.738,0.1698,0.0283,,,,,,296.689,448.569,657.03,0.0,211.377,22.1184,,43.2484,-26.8417,-15.5103,11.3314
2002-05-31,3269.5,-0.54,-3.487,67.3526,6785.03,,18.23,,,,100.739,6837.62,5083800.0,,25.6641,-3.487,,0.0,3.0812,159.056,20.9987,90.4762,2.8563,81.9801,,375.075,43283700.0,14.825,,,208158.0,160066.0,507.173,8404.38,21.5034,-1874.34,,-4.0659,1420.97,,-114.009,,-35.738,0.1555,0.0283,,,,,,296.689,448.569,657.03,0.0,211.377,22.1184,,43.2484,-26.8417,-15.5103,11.3314
2002-06-28,3269.5,-0.54,-3.487,67.3526,6785.03,,16.25,,,,100.739,6094.98,6280100.0,,25.6641,-3.487,,0.0,3.0812,159.056,20.9987,90.4762,2.8563,55.9512,,375.075,42279800.0,14.481,,,199983.0,163384.0,507.173,8404.38,21.5034,-1874.34,,-4.0659,1420.97,,-114.009,,-35.738,0.2645,0.0283,,,,,,296.689,448.569,657.03,0.0,211.377,22.1184,,43.2484,-26.8417,-15.5103,11.3314
2002-07-31,3407.48,-0.39,-0.9199,56.5847,7589.19,,14.459,,,,134.121,5501.21,3827250.0,,25.7531,-0.9199,,0.0,3.9361,155.593,20.6673,46.8085,2.9789,51.5241,,380.469,41348100.0,14.162,,,180995.0,148981.0,507.173,8404.38,16.6479,-1874.34,,-3.9976,1409.25,,-31.347,,-32.753,0.2972,0.043,,,,,,270.438,553.141,660.532,0.0,216.695,18.4545,,40.0236,-15.8616,-3.7617,12.0999
2002-08-30,3407.48,-0.39,-0.9199,56.5847,7589.19,,14.94,,,,134.121,5684.21,3449520.0,,25.7531,-0.9199,,0.0,3.9361,155.593,20.6673,46.8085,2.9789,52.8886,,380.469,43668000.0,14.956,,,196501.0,153773.0,507.173,8404.38,16.6479,-1874.34,,-3.9976,1409.25,,-31.347,,-32.753,0.2877,0.043,,,,,,270.438,553.141,660.532,0.0,216.695,18.4545,,40.0236,-15.8616,-3.7617,12.0999
2002-09-30,3619.5,0.07,1.7158,39.8865,7484.95,,15.93,,,,187.656,6060.88,9278600.0,,25.7358,1.7158,,0.0,5.1846,152.128,33.1651,80.4348,2.5989,39.8232,227.571,380.469,47345500.0,16.216,,,225981.0,173743.0,507.173,8404.38,12.1391,-1874.34,,-4.0754,1412.18,,62.105,,-31.181,2.0311,0.3236,,,,,,327.564,538.238,710.998,0.0,189.055,19.1635,,39.3808,-2.8485,7.373,10.2215
2002-10-31,3619.5,0.07,1.7158,39.8865,7484.95,,19.36,,,,187.656,7385.17,6830190.0,,25.7358,1.7158,,0.0,5.1846,152.128,33.1651,80.4348,2.5989,46.8802,276.571,381.466,52345000.0,17.928,,,229574.0,181036.0,507.173,8404.38,12.1391,-1874.34,,-4.0754,1412.18,,62.105,,-31.181,1.6712,0.3236,,,,,,327.564,538.238,710.998,0.0,189.055,19.1635,,39.3808,-2.8485,7.373,10.2215
2002-11-29,3619.5,0.07,1.7158,39.8865,7484.95,,23.35,,,,187.656,8907.22,2582440.0,,25.7358,1.7158,,0.0,5.1846,152.128,33.1651,80.4348,2.5989,54.991,333.571,381.466,55530300.0,19.019,,,271357.0,211119.0,507.173,8404.38,12.1391,-1874.34,,-4.0754,1412.18,,62.105,,-31.181,1.3857,0.3236,,,,,,327.564,538.238,710.998,0.0,189.055,19.1635,,39.3808,-2.8485,7.373,10.2215
2002-12-31,3932.94,0.17,2.6875,42.9963,8317.2,,18.89,,,,193.44,7205.88,5558310.0,,25.2386,2.6875,,0.0,4.9185,115.081,28.1068,0.0,1.9351,42.3673,111.118,381.466,51328800.0,17.58,,,294356.0,244836.0,507.173,8404.38,11.8415,-1874.34,,-3.6789,989.654,,105.697,,-39.163,1.7705,0.3345,,,,,,738.254,562.715,1065.96,0.0,269.794,21.4847,,64.6794,-0.7931,11.2706,12.0637
2003-01-31,3932.94,0.17,2.6875,42.9963,8317.2,,21.85,,,,193.44,8475.75,6272650.0,,25.2386,2.6875,,0.0,4.9185,115.081,28.1068,0.0,1.9351,48.932,128.529,387.906,50720600.0,17.372,,,208385.0,187043.0,507.173,8404.38,11.8415,-1874.34,,-3.6789,989.654,,105.697,,-39.163,1.5307,0.3345,,,,,,738.254,562.715,1065.96,0.0,269.794,21.4847,,64.6794,-0.7931,11.2706,12.0637
2003-02-28,3932.94,0.17,2.6875,42.9963,8317.2,,22.01,,,,193.44,8545.23,4697600.0,,25.2386,2.6875,,0.0,4.9185,115.081,28.1068,0.0,1.9351,49.2912,129.471,388.243,53457800.0,18.309,,,212219.0,179430.0,507.173,8404.38,11.8415,-1874.34,,-3.6789,989.654,,105.697,,-39.163,1.5195,0.3345,,,,,,738.254,562.715,1065.96,0.0,269.794,21.4847,,64.6794,-0.7931,11.2706,12.0637
2003-03-31,4169.07,0.28,3.1943,52.437,11418.5,,26.03,,,,217.757,10106.0,9224530.0,,24.9474,3.1943,,0.0,5.2232,135.263,27.8653,50.0,2.1856,52.0347,92.9643,388.243,54173700.0,18.555,,,254965.0,283298.0,507.173,8404.38,10.5967,-1874.34,,-3.479,1224.94,,133.174,,-40.703,1.2644,0.3291,,,,,,495.773,586.779,698.579,0.0,231.357,18.199,,40.868,1.8599,12.8663,11.0064
2003-04-30,4169.07,0.28,3.1943,52.437,11418.5,,28.69,,,,217.757,11238.4,9471890.0,,24.9474,3.1943,,0.0,5.2232,135.263,27.8653,50.0,2.1856,57.2352,102.464,391.719,48927800.0,16.758,,,230181.0,307382.0,507.173,8404.38,10.5967,-1874.34,,-3.479,1224.94,,133.174,,-40.703,1.1472,0.3291,,,,,,495.773,586.779,698.579,0.0,231.357,18.199,,40.868,1.8599,12.8663,11.0064
2003-05-30,4169.07,0.28,3.1943,52.437,11418.5,,35.89,,,,217.757,14058.8,10202600.0,,24.9474,3.1943,,0.0,5.2232,135.263,27.8653,50.0,2.1856,70.1872,128.179,391.719,51436600.0,17.617,,,249550.0,361129.0,507.173,8404.38,10.5967,-1874.34,,-3.479,1224.94,,133.174,,-40.703,0.9171,0.3291,,,,,,495.773,586.779,698.579,0.0,231.357,18.199,,40.868,1.8599,12.8663,11.0064
2003-06-30,4463.38,0.39,3.8877,60.8513,15502.9,,36.32,,,,254.767,14227.2,5977040.0,,24.5517,3.8877,,0.0,5.7079,130.41,36.5324,56.0,1.714,60.137,93.1282,391.719,45277600.0,15.508,,,261020.0,366411.0,507.173,8404.38,8.1739,-1874.34,,-3.3254,1093.68,,173.525,,-40.404,1.7577,0.6384,,,,,,641.728,347.044,769.384,0.0,232.105,16.5237,,39.5798,10.5748,19.701,9.1262
2003-07-31,4463.38,0.39,3.8877,60.8513,15502.9,,41.64,,,,254.767,16530.6,8979170.0,,24.5517,3.8877,,0.0,5.7079,130.41,36.5324,56.0,1.714,69.1779,106.769,396.988,43682400.0,14.961,,,262745.0,372377.0,507.173,8404.38,8.1739,-1874.34,,-3.3254,1093.68,,173.525,,-40.404,1.5331,0.6384,,,,,,641.728,347.044,769.384,0.0,232.105,16.5237,,39.5798,10.5748,19.701,9.1262
2003-08-29,4463.38,0.39,3.8877,60.8513,15502.9,,46.32,,,,254.767,18388.5,6195460.0,,24.5517,3.8877,,0.0,5.7079,130.41,36.5324,56.0,1.714,76.4704,118.769,396.988,43482800.0,14.893,,,264452.0,367106.0,507.173,8404.38,8.1739,-1874.34,,-3.3254,1093.68,,173.525,,-40.404,1.3782,0.6384,,,,,,641.728,347.044,769.384,0.0,232.105,16.5237,,39.5798,10.5748,19.701,9.1262
2003-09-30,4746.54,0.5,4.1787,73.9102,20414.8,,48.43,,,,276.211,19226.1,9274910.0,,24.5545,4.1787,,0.0,5.8192,119.28,33.2618,56.0,1.7023,73.308,96.86,396.988,43159700.0,14.782,,,318755.0,469943.0,507.173,8404.38,7.5559,-1874.34,,-3.0663,1022.37,,198.344,,-44.243,1.2849,0.6223,,,,,,666.418,398.242,826.75,0.0,233.89,20.0376,,42.0909,11.2977,20.375,9.0773
2003-10-31,4746.54,0.5,4.1787,73.9102,20414.8,,54.43,,,,276.211,21830.5,7728790.0,,24.5545,4.1787,,0.0,5.8192,119.28,33.2618,56.0,1.7023,82.7371,108.86,401.076,43145400.0,14.777,,,333101.0,504416.0,507.173,8404.38,7.5559,-1874.34,,-3.0663,1022.37,,198.344,,-44.243,1.1433,0.6223,,,,,,666.418,398.242,826.75,0.0,233.89,20.0376,,42.0909,11.2977,20.375,9.0773
2003-11-28,4746.54,0.5,4.1787,73.9102,20414.8,,53.97,,,,276.211,21646.0,3983160.0,,24.5545,4.1787,,0.0,5.8192,119.28,33.2618,56.0,1.7023,82.0692,107.94,401.076,36127000.0,12.374,,,297991.0,446231.0,507.173,8404.38,7.5559,-1874.34,,-3.0663,1022.37,,198.344,,-44.243,1.153,0.6223,,,,,,666.418,398.242,826.75,0.0,233.89,20.0376,,42.0909,11.2977,20.375,9.0773
2003-12-31,5263.7,0.48,5.1434,62.8672,21779.3,,52.62,,,,346.434,21104.6,5308460.0,,23.8837,5.1434,,0.0,6.5816,90.1769,36.2004,1700.0,1.7652,62.5211,109.625,401.076,33709000.0,11.545,,,318501.0,455366.0,507.173,8404.38,5.6278,-1874.34,,-2.7414,554.832,,270.735,,-45.963,1.6095,0.8469,,,,,,1102.27,292.55,1252.7,0.0,289.081,22.6087,,64.0367,20.3312,29.6356,9.3044
2004-01-30,5263.7,0.48,5.1434,62.8672,21779.3,,50.4,,,,346.434,20214.2,11411900.0,,23.8837,5.1434,,0.0,6.5816,90.1769,36.2004,1700.0,1.7652,59.9509,105.0,401.076,34113900.0,11.684,49.0,,240761.0,304196.0,507.173,8404.38,5.6278,-1874.34,,-2.7414,554.832,,270.735,,-45.963,1.6804,0.8469,,,,,,1102.27,292.55,1252.7,0.0,289.081,22.6087,,64.0367,20.3312,29.6356,9.3044
2004-02-27,5263.7,0.48,5.1434,62.8672,21779.3,,43.01,,,,346.434,17390.3,7166380.0,,23.8837,5.1434,,0.0,6.5816,90.1769,36.2004,1700.0,1.7652,51.7995,89.6042,404.331,26592800.0,9.091,56.0,,260186.0,307812.0,507.173,8404.38,5.6278,-1874.34,,-2.7414,554.832,,270.735,,-45.963,1.9691,0.8469,,,,,,1102.27,292.55,1252.7,0.0,289.081,22.6087,,64.0367,20.3312,29.6356,9.3044
2004-03-31,5710.49,0.61,5.988,44.0494,18305.8,,43.28,,,,415.575,17499.4,4679170.0,,23.5955,5.988,,0.0,7.2774,102.394,41.2336,1700.0,1.9911,43.9908,70.9508,404.331,28051200.0,9.469,59.0,,291706.0,321229.0,507.173,8404.38,4.2836,-1874.34,,-2.406,782.032,,341.945,,-49.082,2.0023,0.8666,,,,,,768.587,229.554,865.911,0.0,250.399,19.0664,,39.3396,30.1117,38.3279,8.2162
2004-04-30,5710.49,0.61,5.988,44.0494,18305.8,,43.6,,,,415.575,17659.1,9879830.0,,23.5955,5.988,,0.0,7.2774,102.394,41.2336,1700.0,1.9911,44.3749,71.4754,405.025,35320600.0,11.897,57.0,,318162.0,321185.0,507.173,8404.38,4.2836,-1874.34,,-2.406,782.032,,341.945,,-49.082,1.9876,0.8666,,,,,,768.587,229.554,865.911,0.0,250.399,19.0664,,39.3396,30.1117,38.3279,8.2162
2004-05-31,5710.49,0.61,5.988,44.0494,18305.8,,48.5,,,,415.575,19643.7,10629300.0,,23.5955,5.988,,0.0,7.2774,102.394,41.2336,1700.0,1.9911,49.1505,79.5082,405.025,32238800.0,10.836,55.0,,302645.0,308824.0,507.173,8404.38,4.2836,-1874.34,,-2.406,782.032,,341.945,,-49.082,1.7868,0.8666,,,,,,768.587,229.554,865.911,0.0,250.399,19.0664,,39.3396,30.1117,38.3279,8.2162
2004-06-30,5997.92,0.69,6.323,50.3067,22738.7,,54.4,,,,452.002,22033.3,6915000.0,,23.5838,6.323,,0.0,7.536,93.4806,26.132,1700.0,1.9787,50.1038,78.8406,405.025,30941100.0,10.384,60.0,,283627.0,322084.0,507.173,8404.38,3.9049,-1874.34,,-2.1145,613.665,,379.246,,-56.084,1.6228,0.8828,,,,,,701.15,450.201,916.354,0.0,261.922,18.4582,,40.203,28.3396,37.2826,8.943
2004-07-30,5997.92,0.69,6.323,50.3067,22738.7,,38.92,,,,452.002,15835.0,6034720.0,,23.5838,6.323,,0.0,7.536,93.4806,26.132,1700.0,1.9787,36.3908,56.4058,406.861,29251400.0,9.817,73.0,,332705.0,349148.0,507.173,8404.38,3.9049,-1874.34,,-2.1145,613.665,,379.246,,-56.084,2.2683,0.8828,,,,,,701.15,450.201,916.354,0.0,261.922,18.4582,,40.203,28.3396,37.2826,8.943
