date,trail_12m_net_sales,trail_12m_eps,trail_12m_oper_margin,ev_to_t12m_ebitda,enterprise_value,best_pe_ratio,px_last,best_sales,best_eps,best_cur_ev_to_ebitda,trail_12m_ebitda,cur_mkt_cap,volume,eqy_dvd_yld_12m,trail_12m_gross_margin,ebit_margin,best_ltg_eps,is_div_per_shr,ebitda_margin,tot_debt_to_tot_asset,sales_growth,eps_growth,sales_to_cash,current_ev_to_t12m_ebitda,pe_ratio,eqy_sh_out,short_int,si_percent_equity_float,rsk_bb_implied_cds_spread,ivol_delta,open_int_total_call,open_int_total_put,px_to_book_ratio,tot_debt_to_tot_eqy,tot_debt_to_ebitda,return_com_eqy,eqy_dvd_yld_ind,tang_book_val_per_sh,net_debt,best_ebitda,trail_12m_oper_inc,px_last_usd,trail_12m_cap_expend,free_cash_flow_yield,trail_12m_free_cash_flow_per_sh,best_estimate_fcf,interest_coverage_ratio,t12_fcf_t12_ebitda,tot_debt_to_com_eqy,altman_z_score,bs_cash_near_cash_item,bs_mkt_sec_other_st_invest,bs_cur_liab,bs_acct_note_rcv,is_operating_expn,invent_days,acct_rcv_days,accounts_payable_turnover_days,wacc_eva_spread,wacc_return_on_inv_capital,wacc
2004-05-31,5457.12,5.37,16.8183,9.3637,8734.32,,86.75,,,,980.913,7308.28,983700.0,,46.0867,16.8183,,0.0,17.9289,47.4829,5.5553,28.5714,201.246,9.6392,17.013,84.245,5014530.0,6.059,50.0,,17899.0,24227.0,27.7248,691.516,1.4476,97.396,,-0.4914,1792.16,,917.797,,-134.194,5.6522,5.0796,,,,,,,,,,,,,,,,
2004-06-30,5457.12,5.37,16.8183,9.3637,8734.32,,80.1,,,,980.913,6659.48,4829200.0,,46.0867,16.8183,,0.0,17.9289,47.4829,5.5553,28.5714,201.246,9.6392,17.013,83.14,4735580.0,5.8,58.0,,10561.0,15599.0,25.5995,691.516,1.4476,97.396,,-0.4914,1792.16,,917.797,,-134.194,5.6522,5.0796,,,,,,,,,,,,,,,,
2004-07-30,5457.12,5.37,16.8183,9.3637,8734.32,,77.2,,,,980.913,6418.38,465700.0,,46.0867,16.8183,,0.0,17.9289,47.4829,5.5553,28.5714,201.246,9.6392,17.013,83.14,5440630.0,6.663,66.0,,15118.0,18366.0,24.6727,691.516,1.4476,97.396,,-0.4914,1792.16,,917.797,,-134.194,5.6522,5.0796,,,,,,,,,,,,,,,,
2004-08-31,5457.12,5.37,16.8183,9.3637,7793.16,,74.06,,,,980.913,6157.32,657600.0,,46.0867,16.8183,,0.0,17.9289,47.7756,0.3488,11.6379,23.8865,9.6392,17.013,83.14,5626360.0,6.861,75.0,,15317.0,23750.0,34.4078,1090.62,1.4476,97.396,,-1.6278,1792.4,,917.797,,-184.87,5.6522,5.0796,,,,,,,,,,,,,,,,
2004-09-30,5457.12,5.37,16.8183,9.3637,7793.16,,77.25,,,,980.913,6422.53,1569600.0,,46.0867,16.8183,,0.0,17.9289,47.7756,0.3488,11.6379,23.8865,9.6392,17.013,83.14,5376270.0,6.516,72.0,,16541.0,27130.0,35.8898,1090.62,1.4476,97.396,,-1.6278,1792.4,,917.797,,-184.87,5.6522,5.0796,,,,,,,,,,,,,,,,
2004-10-29,5457.12,5.37,16.8183,9.3637,7793.16,,81.81,,,,980.913,6527.32,667200.0,,46.0867,16.8183,,0.0,17.9289,47.7756,0.3488,11.6379,23.8865,9.6392,17.013,79.786,6302050.0,10.304,66.0,,16721.0,28970.0,38.0084,1090.62,1.4476,97.396,,-1.6278,1792.4,,917.797,,-184.87,5.6522,5.0796,,,,,,,,,,,,,,,,
2004-11-30,5641.19,6.5,17.7252,7.7902,8635.52,,85.6,,,,1108.51,6829.71,539100.0,,49.0019,17.7252,,0.0,19.6503,45.3918,0.3488,11.6379,20.1344,7.7497,13.1692,79.786,6129280.0,10.603,53.0,,22930.0,30414.0,24.5824,657.842,1.6461,97.396,,-0.3196,1760.89,,999.914,,-214.321,5.835,4.9948,,,,,,,,,,,,,,,,
2004-12-31,5641.19,6.5,17.7252,7.7902,8635.52,,91.31,,,,1108.51,7273.73,643000.0,,49.0019,17.7252,,0.0,19.6503,45.3918,0.3488,11.6379,20.1344,8.1502,14.0477,79.66,6369790.0,11.019,39.0,,30144.0,22157.0,26.2222,657.842,1.6461,97.396,,-0.3196,1760.89,,999.914,,-214.321,5.4701,4.9948,,,,,,,,,,,,,,,,
2005-01-31,5641.19,6.5,17.7252,7.7902,8635.52,,89.25,,,,1108.51,7109.63,703700.0,,49.0019,17.7252,,0.0,19.6503,45.3918,0.3488,11.6379,20.1344,8.0022,13.7308,79.66,5773650.0,10.001,39.0,17.972,16991.0,11874.0,25.6306,657.842,1.6461,97.396,,-0.3196,1760.89,,999.914,,-214.321,5.5964,4.9948,,,,,,,,,,,,,,,,
2005-02-28,5686.01,6.43,17.2372,8.4504,9379.75,,96.9,,,,1109.98,7719.02,677700.0,,48.9333,17.2372,,0.0,19.5213,46.8415,3.8663,11.3208,15.0246,8.5951,15.07,79.66,4913600.0,8.511,37.0,26.929,22125.0,14628.0,20.0536,494.241,1.7131,184.097,,1.0294,1821.36,,980.107,,-234.17,4.2231,4.0922,,,,,,,,,,,,,,,,
2005-03-31,5686.01,6.43,17.2372,8.4504,9379.75,,85.7,,,,1109.98,6823.49,849300.0,,48.9333,17.2372,,0.0,19.5213,46.8415,3.8663,11.3208,15.0246,7.7883,13.3281,79.621,5579170.0,7.058,52.0,24.883,29131.0,17360.0,17.7357,494.241,1.7131,184.097,,1.0294,1821.36,,980.107,,-234.17,4.775,4.0922,,,,,,,,,,,,,,,,
2005-04-29,5686.01,6.43,17.2372,8.4504,9379.75,,83.0,,,,1109.98,6608.52,634500.0,,48.9333,17.2372,,0.0,19.5213,46.8415,3.8663,11.3208,15.0246,7.5946,12.9082,79.621,5458160.0,6.905,55.0,20.602,33884.0,20009.0,17.177,494.241,1.7131,184.097,,1.0294,1821.36,,980.107,,-234.17,4.9303,4.0922,,,,,,,,,,,,,,,,
2005-05-31,5664.37,6.69,17.4467,7.493,8384.44,,90.52,,,,1118.97,7207.27,868900.0,,49.0657,17.4467,,0.0,19.7545,45.9284,-1.5908,9.9415,17.2967,8.0828,13.5306,79.621,5208910.0,6.59,66.0,24.725,52171.0,33950.0,23.4025,640.854,1.711,205.336,,-0.0515,1837.15,,988.248,,-259.631,6.1436,5.5612,,,,,,,,,,,,,,,,
2005-06-30,5664.37,6.69,17.4467,7.493,8384.44,,92.46,,,,1118.97,7141.24,886100.0,,49.0657,17.4467,,0.0,19.7545,45.9284,-1.5908,9.9415,17.2967,8.0238,13.8206,77.236,4394010.0,5.732,71.0,19.505,51749.0,26906.0,23.9041,640.854,1.711,205.336,,-0.0515,1837.15,,988.248,,-259.631,6.0147,5.5612,,,,,,,,,,,,,,,,
2005-07-29,5664.37,6.69,17.4467,7.493,8384.44,12.211,97.44,,7.98,,1118.97,7525.88,509000.0,,49.0657,17.4467,,0.0,19.7545,45.9284,-1.5908,9.9415,17.2967,8.3676,14.565,77.236,3909330.0,5.099,70.0,19.909,50015.0,24684.0,25.1916,640.854,1.711,205.336,,-0.0515,1837.15,,988.248,,-259.631,5.7073,5.5612,,,,,,,,,,,,,,,,
2005-08-31,5710.88,6.94,17.0843,8.1823,9092.69,11.776,94.5,5856.0,8.025,,1111.26,7298.8,848900.0,,48.8987,17.0843,14.0,0.0,19.4587,43.8572,2.5336,3.861,25.1602,8.1762,13.6167,77.236,3146790.0,4.105,66.0,23.484,49782.0,38075.0,18.4982,476.168,1.6754,203.065,,1.1538,1787.04,,975.664,,-283.478,4.9623,4.6893,,,,,,,,,,,,,,,,
2005-09-30,5710.88,6.94,17.0843,8.1823,9092.69,10.202,83.25,5962.0,8.16,,1111.26,6429.9,3513700.0,,48.8987,17.0843,14.333,0.0,19.4587,43.8572,2.5336,3.861,25.1602,7.3942,11.9957,77.236,3633800.0,4.74,81.0,23.266,42183.0,37708.0,16.2961,476.168,1.6754,203.065,,1.1538,1787.04,,975.664,,-283.478,5.6328,4.6893,,,,,,,,,,,,,,,,
2005-10-31,5710.88,6.94,17.0843,8.1823,9092.69,9.954,80.9,5962.0,8.127,,1111.26,6198.12,1386300.0,,48.8987,17.0843,14.5,0.0,19.4587,43.8572,2.5336,3.861,25.1602,7.1857,11.6571,76.615,3225820.0,4.208,84.0,30.408,63764.0,26995.0,15.836,476.168,1.6754,203.065,,1.1538,1787.04,,975.664,,-283.478,5.7965,4.6893,,,,,,,,,,,,,,,,
2005-11-30,5762.75,6.985,16.7393,7.6605,8467.96,11.13,89.06,5964.5,8.002,,1105.4,6823.3,1197500.0,,49.0612,16.7393,14.5,0.0,19.1818,41.2407,4.033,-3.2468,16.4427,7.7182,12.7502,76.615,2552840.0,3.357,85.0,33.882,61668.0,27333.0,13.1085,343.341,1.6191,140.952,,2.8496,1708.4,,964.644,,-283.128,5.5178,4.9141,,,,,,,,,,,,,,,,
2005-12-30,5762.75,6.985,16.7393,7.6605,8467.96,11.61,91.75,6046.45,7.903,,1105.4,7039.61,375000.0,,49.0612,16.7393,11.25,0.0,19.1818,41.2407,4.033,-3.2468,16.4427,7.9139,13.1353,76.726,3332910.0,4.379,82.0,20.247,49909.0,18605.0,13.5044,343.341,1.6191,140.952,,2.8496,1708.4,,964.644,,-283.128,5.356,4.9141,,,,,,,,,,,,,,,,
2006-01-31,5762.75,6.985,16.7393,7.6605,8467.96,12.345,97.75,6046.45,7.918,,1105.4,7499.97,977900.0,,49.0612,16.7393,11.25,0.0,19.1818,41.2407,4.033,-3.2468,16.4427,8.3303,13.9943,76.726,2624780.0,3.447,79.0,21.949,39170.0,15768.0,14.3875,343.341,1.6191,140.952,,2.8496,1708.4,,964.644,,-283.128,5.0272,4.9141,,,,,,,,,,,,,,,,
2006-02-28,5812.52,7.305,17.1057,8.2282,9222.62,12.226,96.68,6058.14,7.908,7.778,1120.85,7417.87,736100.0,,49.223,17.1057,10.714,0.0,19.2834,40.4216,4.1327,6.7797,15.4084,8.1329,13.2348,76.726,2495760.0,3.277,74.0,32.422,40923.0,20155.0,11.5721,277.513,1.5875,110.304,,4.411,1697.93,1172.0,994.27,,-280.562,6.2034,5.9975,,,,,,,,,,,,,,,,
2006-03-31,5812.52,7.305,17.1057,8.2282,9222.62,12.467,99.69,6117.2,7.996,7.909,1120.85,7650.55,749800.0,,49.223,17.1057,10.714,0.0,19.2834,40.4216,4.1327,6.7797,15.4084,8.3405,13.6468,76.743,2854320.0,3.747,46.0,14.85,32134.0,16138.0,11.9324,277.513,1.5875,110.304,,4.411,1697.93,1182.0,994.27,,-280.562,6.0161,5.9975,,,,,,,,,,,,,,,,
2006-04-28,5812.52,7.305,17.1057,8.2282,9222.62,11.753,93.61,6117.2,7.965,7.514,1120.85,7183.95,468500.0,,49.223,17.1057,10.714,0.0,19.2834,40.4216,4.1327,6.7797,15.4084,7.9242,12.8145,76.743,3354040.0,4.404,44.0,21.217,29666.0,18701.0,11.2046,277.513,1.5875,110.304,,4.411,1697.93,1182.0,994.27,,-280.562,6.4069,5.9975,,,,,,,,,,,,,,,,
2006-05-31,5891.56,7.365,16.7694,7.6935,8628.25,11.103,90.73,6093.45,8.172,7.295,1121.51,6962.93,824400.0,,49.0877,16.7694,12.563,0.0,19.0358,41.0794,5.9061,1.0638,16.8806,7.7611,12.3191,76.743,3037280.0,3.988,39.0,22.926,34427.0,19347.0,11.8561,321.017,1.6274,129.7,,3.579,1741.16,1193.17,987.977,,-278.707,5.8036,5.2656,,,,,,,,,,,,,,,,
2006-06-30,5891.56,7.365,16.7694,7.6935,8628.25,10.546,88.2,6156.4,8.363,6.856,1121.51,6552.77,1011700.0,,49.0877,16.7694,12.563,0.0,19.0358,41.0794,5.9061,1.0638,16.8806,7.3954,11.9756,74.294,3224160.0,4.374,40.0,22.311,35251.0,18805.0,11.5255,321.017,1.6274,129.7,,3.579,1741.16,1209.67,987.977,,-278.707,5.9701,5.2656,,,,,,,,,,,,,,,,
2006-07-31,5891.56,7.365,16.7694,7.6935,8628.25,10.517,87.87,6156.24,8.355,6.836,1121.51,6528.25,332100.0,,49.0877,16.7694,12.563,0.0,19.0358,41.0794,5.9061,1.0638,16.8806,7.3735,11.9308,74.294,3588450.0,4.868,39.0,24.053,36241.0,25293.0,11.4824,321.017,1.6274,129.7,,3.579,1741.16,1209.67,987.977,,-278.707,5.9925,5.2656,420.24,,,,,,,,,,,,,,,
2006-08-31,5948.35,7.695,16.9782,6.9295,7964.66,11.198,90.3,6162.64,8.064,7.113,1149.39,6708.78,436500.0,,49.4006,16.9782,12.917,0.0,19.3228,41.0303,3.0174,9.2937,21.1782,7.3729,11.7349,74.294,3798720.0,5.153,35.0,21.691,42924.0,27575.0,13.6705,395.537,1.6158,132.307,,2.3478,1765.6,1191.42,1009.92,,-263.58,8.5135,7.6877,420.24,,,,,,,,,,,,,,,
2006-09-29,5948.35,7.695,16.9782,6.9295,7964.66,12.119,103.3,6250.09,8.524,7.753,1149.39,7674.61,830800.0,,49.4006,16.9782,12.3,0.0,19.3228,41.0303,3.0174,9.2937,21.1782,8.2132,13.4243,74.294,3313460.0,4.495,28.0,24.197,45213.0,40258.0,15.6386,395.537,1.6158,132.307,,2.3478,1765.6,1217.58,1009.92,,-263.58,7.4421,7.6877,420.24,,,,,,,,,,,,,,,
2006-10-31,5948.35,7.695,16.9782,6.9295,7964.66,13.141,112.0,6211.25,8.523,7.928,1149.39,7986.01,711300.0,,49.4006,16.9782,12.3,0.0,19.3228,41.0303,3.0174,9.2937,21.1782,8.4842,14.5549,71.304,3919920.0,5.318,25.0,23.85,42849.0,42659.0,16.9557,395.537,1.6158,132.307,,2.3478,1765.6,1230.08,1009.92,,-263.58,6.864,7.6877,420.24,,,,,,,,,,,,,,,
2006-11-30,6003.35,7.86,17.1176,8.4441,9898.51,13.33,113.61,6211.25,8.523,8.037,1172.24,8100.81,801600.0,,49.4439,17.1176,11.963,0.0,19.5264,40.3089,4.1099,16.7785,18.9897,8.4337,14.4542,71.304,3471940.0,4.909,21.0,28.779,43725.0,42867.0,14.9293,345.628,1.5858,109.296,,3.3277,1785.56,1230.08,1027.63,,-257.321,6.7114,7.6249,420.24,,,,,,,,,,,,,,,
2006-12-29,6003.35,7.86,17.1176,8.4441,9898.51,13.098,115.56,6305.47,8.823,7.962,1172.24,8167.38,339600.0,,49.4439,17.1176,13.188,0.0,19.5264,40.3089,4.1099,16.7785,18.9897,8.4905,14.7023,70.676,3079610.0,4.354,20.0,16.235,40025.0,33681.0,15.1856,345.628,1.5858,109.296,,3.3277,1785.56,1250.08,1027.63,,-257.321,6.5982,7.6249,420.24,,,,,,,,,,,,,,,
2007-01-31,6003.35,7.86,17.1176,8.4441,9898.51,14.236,125.63,6299.39,8.825,8.503,1172.24,8879.09,578600.0,,49.4439,17.1176,11.778,0.0,19.5264,40.3089,4.1099,16.7785,18.9897,9.0977,15.9835,70.676,3034180.0,4.329,20.0,19.081,23738.0,19638.0,16.5088,345.628,1.5858,109.296,,3.3277,1785.56,1254.25,1027.63,,-257.321,6.0693,7.6249,420.24,,,,,,,,,,,,,,,
2007-02-28,6049.89,8.02,17.1607,8.8905,10553.2,14.233,125.46,6299.07,8.815,8.474,1187.02,8867.07,1360900.0,,49.444,17.1607,10.42,0.0,19.6205,39.9075,3.712,15.873,15.1095,8.9597,15.6434,70.676,1894420.0,2.703,20.0,22.032,26244.0,24871.0,16.1482,341.122,1.5621,98.7187,,3.4437,1768.24,1255.1,1038.21,,-249.98,7.2708,9.122,420.24,,,,,,,,,,,,,,,
2007-03-30,6049.89,8.02,17.1607,8.8905,10553.2,14.254,128.14,6359.66,8.99,8.468,1187.02,8965.49,524100.0,,49.444,17.1607,10.42,0.0,19.6205,39.9075,3.712,15.873,15.1095,9.0426,15.9776,69.966,2356040.0,3.395,18.0,16.928,21304.0,17814.0,16.4931,341.122,1.5621,98.7187,,3.4437,1768.24,1267.5,1038.21,,-249.98,7.1188,9.122,420.24,,,,,,,,,,,,,,,
2007-04-30,6049.89,8.02,17.1607,8.8905,10553.2,14.825,133.04,6358.59,8.974,8.739,1187.02,9308.33,586400.0,,49.444,17.1607,10.133,0.0,19.6205,39.9075,3.712,15.873,15.1095,9.3314,16.5885,69.966,2083760.0,3.003,15.0,18.677,23612.0,20454.0,17.1238,341.122,1.5621,98.7187,,3.4437,1768.24,1267.5,1038.21,,-249.98,6.8566,9.122,420.24,,,,,,,,,,,,,,,
2007-05-31,6106.13,8.27,17.1961,8.9395,10758.5,14.346,128.63,6327.45,8.966,8.73,1203.48,8999.78,1203300.0,,49.5022,17.1961,11.97,0.0,19.7095,41.0576,3.9676,15.2632,17.8469,9.0206,15.5538,69.966,2496940.0,3.599,19.0,19.408,29342.0,31175.0,18.8421,422.1,1.6111,115.176,,2.329,1856.37,1243.58,1050.01,,-239.172,7.0083,9.0148,556.38,,,,,,,,,,,,,,,
2007-06-29,6106.13,8.27,17.1961,8.9395,10758.5,14.865,136.62,6389.7,9.191,8.858,1203.48,9192.84,463500.0,,49.5022,17.1961,11.57,0.0,19.7095,41.0576,3.9676,15.2632,17.8469,9.181,16.52,67.288,2944620.0,4.414,18.0,20.385,25313.0,34268.0,20.0125,422.1,1.6111,115.176,,2.329,1856.37,1247.33,1050.01,,-239.172,6.5984,9.0148,556.38,,,,,,,,,,,,,,,
2007-07-31,6106.13,8.27,17.1961,8.9395,10758.5,13.806,126.81,6389.7,9.185,8.329,1203.48,8532.75,788100.0,,49.5022,17.1961,11.57,0.0,19.7095,41.0576,3.9676,15.2632,17.8469,8.6325,15.3337,67.288,2591320.0,3.885,22.0,27.186,25100.0,30518.0,18.5755,422.1,1.6111,115.176,,2.329,1856.37,1247.33,1050.01,,-239.172,7.1089,9.0148,556.38,,,,,,,,,,,,,,,
2007-08-31,6169.8,8.58,17.1037,8.2155,9979.19,13.211,121.29,6385.61,9.181,7.964,1214.68,8161.32,563200.0,,49.6653,17.1037,11.57,0.0,19.6874,40.2859,3.2839,10.8844,23.1115,8.2411,14.1364,67.288,2382430.0,3.571,42.0,36.805,29494.0,33518.0,19.842,480.064,1.5935,136.508,,1.5245,1848.96,1247.33,1055.27,,-224.474,7.4919,9.087,540.48,,,,,,,,,,,,,,,
2007-09-28,6169.8,8.58,17.1037,8.2155,9979.19,11.903,116.14,6507.54,9.757,7.474,1214.68,7660.59,766200.0,,49.6653,17.1037,11.74,0.0,19.6874,40.2859,3.2839,10.8844,23.1115,7.8289,13.5361,65.96,2081970.0,3.184,46.0,26.919,31369.0,27114.0,18.9995,480.064,1.5935,136.508,,1.5245,1848.96,1272.33,1055.27,,-224.474,7.8242,9.087,540.48,,,,,,,,,,,,,,,
2007-10-31,6169.8,8.58,17.1037,8.2155,9979.19,12.751,124.41,6507.54,9.757,7.801,1214.68,8076.05,661100.0,,49.6653,17.1037,11.945,0.0,19.6874,40.2859,3.2839,10.8844,23.1115,8.1709,14.5,64.915,2528160.0,3.93,35.0,25.127,38100.0,25972.0,20.3524,480.064,1.5935,136.508,,1.5245,1848.96,1272.33,1055.27,,-224.474,7.3041,9.087,540.48,,,,,,,,,,,,,,,
2007-11-30,6232.39,8.87,17.1627,7.4097,9134.52,11.463,111.63,6519.79,9.738,7.32,1232.78,7246.44,2162990.0,,49.8268,17.1627,11.491,0.0,19.7803,44.3368,4.4927,17.2414,18.2383,7.5664,12.5851,64.915,2136420.0,3.321,47.0,39.963,32209.0,25822.0,41.2307,1263.39,1.753,170.491,,-2.0829,2081.26,1274.33,1069.64,,-217.163,9.1296,10.1914,558.97,,,,,,,,,,,,,,,
2007-12-31,6232.39,8.87,17.1627,7.4097,9134.52,11.624,119.91,6589.06,10.316,7.465,1232.78,7575.75,581200.0,,49.8268,17.1627,11.318,0.0,19.7803,44.3368,4.4927,17.2414,18.2383,7.8335,13.5186,63.179,3379120.0,5.398,57.0,33.73,33904.0,30066.0,44.2889,1263.39,1.753,170.491,,-2.0829,2081.26,1293.67,1069.64,,-217.163,8.4992,10.1914,581.16,,,,,,,,,,,,,,,
2008-01-31,6232.39,8.87,17.1627,7.4097,9134.52,11.697,120.65,6611.69,10.315,7.482,1232.78,7622.5,949449.0,,49.8268,17.1627,11.625,0.0,19.7803,44.3368,4.4927,17.2414,18.2383,7.8714,13.602,63.179,3331910.0,5.315,78.0,40.957,26108.0,21879.0,44.5622,1263.39,1.753,170.491,,-2.0829,2081.26,1297.0,1069.64,,-217.163,8.4471,10.1914,604.05,,,,,,,,,,,,,,,
2008-02-29,6271.28,9.09,17.1832,7.4853,9311.04,11.351,115.08,6584.92,10.138,7.159,1243.92,7270.59,661300.0,,49.9736,17.1832,11.609,0.0,19.8351,42.4227,2.9905,15.7534,14.3288,7.454,12.6601,63.179,3322420.0,5.3,93.0,35.276,27484.0,28681.0,25.7779,742.294,1.6842,147.244,,-0.3229,2001.54,1295.23,1077.61,,-217.357,8.4362,9.7083,610.84,,,,,,,,,,,,,,,
2008-03-31,6271.28,9.09,17.1832,7.4853,9311.04,11.019,113.83,6632.02,10.33,7.091,1243.92,7196.34,569720.0,,49.9736,17.1832,11.025,0.0,19.8351,42.4227,2.9905,15.7534,14.3288,7.3943,12.5226,63.22,2577320.0,4.109,122.0,38.653,18443.0,20540.0,25.4979,742.294,1.6842,147.244,,-0.3229,2001.54,1297.08,1077.61,,-217.357,8.5288,9.7083,610.84,,,,,,,,,,,,,,,
2008-04-30,6271.28,9.09,17.1832,7.4853,9311.04,11.699,120.75,6627.84,10.321,7.446,1243.92,7633.83,774462.0,,49.9736,17.1832,11.025,0.0,19.8351,42.4227,2.9905,15.7534,14.3288,7.746,13.2838,63.22,2912510.0,4.645,117.0,29.931,23116.0,20751.0,27.0479,742.294,1.6842,147.244,,-0.3229,2001.54,1294.08,1077.61,,-217.357,8.04,9.7083,610.84,,,,,,,,,,,,,,,
2008-05-30,6314.9,9.41,17.1921,7.7346,9692.78,12.201,126.56,6604.88,10.373,7.512,1253.18,8001.14,362594.0,,50.0498,17.1921,11.35,0.0,19.8448,38.4332,2.9601,14.6119,18.582,7.8612,13.4495,63.22,2797790.0,4.462,87.0,26.342,25774.0,22376.0,17.5741,423.843,1.5417,134.406,,2.4201,1850.35,1311.5,1085.66,,-220.23,7.8031,9.8756,623.8,,,,,,,,,,,,,,,
2008-06-30,6314.9,9.41,17.1921,7.7346,9692.78,11.303,121.01,6667.07,10.706,7.451,1253.18,7659.51,1664070.0,,50.0498,17.1921,11.35,0.0,19.8448,38.4332,2.9601,14.6119,18.582,7.5886,12.8597,63.297,3033540.0,4.832,73.0,36.239,22802.0,22012.0,16.8035,423.843,1.5417,134.406,,2.4201,1850.35,1276.38,1085.66,,-220.23,8.161,9.8756,635.78,,,,,,,,,,,,,,,
2008-07-31,6314.9,9.41,17.1921,7.7346,9692.78,12.135,130.29,6662.57,10.737,7.926,1253.18,8246.9,749980.0,,50.0498,17.1921,11.718,0.0,19.8448,38.4332,2.9601,14.6119,18.582,8.0573,13.8459,63.297,2733570.0,4.354,67.0,35.73,22510.0,28701.0,18.0921,423.843,1.5417,134.406,,2.4201,1850.35,1273.93,1085.66,,-220.23,7.5797,9.8756,635.78,,,,,,,,,,,,,,,
2008-08-29,6314.9,9.41,17.1921,7.7346,9692.78,12.764,137.23,6658.05,10.751,8.537,1253.18,8686.18,544483.0,,50.0498,17.1921,11.762,0.0,19.8448,38.4332,2.9601,14.6119,18.582,8.307,13.6412,63.297,2429500.0,3.87,56.0,27.611,26955.0,29748.0,35.6137,423.843,1.5417,134.406,,2.4201,1850.35,1267.95,1085.66,,-220.23,7.8323,9.8756,635.78,,,,,,,,,,,,,,,
2008-09-30,6522.71,10.06,17.2342,7.9158,10240.2,11.29,123.34,6613.45,10.925,7.214,1293.64,7351.93,1316480.0,,50.1028,17.2342,11.987,0.0,19.8329,43.8001,10.3763,20.2454,9.117,7.2757,12.2604,59.607,1332810.0,2.256,83.0,38.088,22902.0,22760.0,32.009,1002.5,1.78,202.755,,-1.224,2060.16,1304.71,1124.13,,-243.594,8.7144,10.7483,599.44,,,,,,,,,,,,,,,
2008-10-31,6522.71,10.06,17.2342,7.9158,10240.2,11.849,127.29,6602.61,10.743,7.276,1293.64,7379.52,1251690.0,,50.1028,17.2342,11.986,0.0,19.8329,43.8001,10.3763,20.2454,9.117,7.297,12.6531,57.974,1638400.0,2.85,103.0,53.599,32035.0,32212.0,33.0341,1002.5,1.78,202.755,,-1.224,2060.16,1297.33,1124.13,,-243.594,8.444,10.7483,583.45,,,,,,,,,,,,,,,
2008-11-28,6545.34,10.27,17.1923,5.7847,7492.77,10.141,109.22,6593.89,10.77,6.624,1295.27,6331.93,546301.0,,50.1548,17.1923,12.129,0.0,19.7891,44.3596,1.5551,10.2941,17.2384,6.5735,10.6349,57.974,4302180.0,7.483,157.0,73.87,33980.0,55967.0,104.61,3780.52,1.7511,554.391,,-4.2225,2182.44,1285.33,1125.3,,-249.806,9.4678,10.3408,612.52,,,,,,,,,,,,,,,
2008-12-31,6545.34,10.27,17.1923,5.7847,7492.77,12.47,139.47,6614.42,11.184,7.901,1295.27,8014.62,1111350.0,,50.1548,17.1923,11.571,0.0,19.7891,44.3596,1.5551,10.2941,17.2384,7.8726,13.5803,57.465,4001850.0,7.012,111.0,43.616,33721.0,48311.0,133.584,3780.52,1.7511,554.391,,-4.2225,2182.44,1290.6,1125.3,,-249.806,7.4143,10.3408,612.52,,,,,,,,,,,,,,,
2009-01-30,6545.34,10.27,17.1923,5.7847,7492.77,11.911,132.89,6612.75,11.157,7.608,1295.27,7636.5,888778.0,,50.1548,17.1923,11.498,0.0,19.7891,44.3596,1.5551,10.2941,17.2384,7.5806,12.9396,57.465,5559190.0,9.74,102.0,38.505,30640.0,42862.0,127.281,3780.52,1.7511,554.391,,-4.2225,2182.44,1290.6,1125.3,,-249.806,7.7814,10.3408,612.52,,,,,,,,,,,,,,,
2009-02-27,6653.98,10.63,17.1793,7.6438,10059.4,12.759,142.23,6620.13,11.147,8.311,1316.02,8173.22,1719450.0,,50.11,17.1793,11.476,0.0,19.778,51.3985,8.1115,21.3018,13.4096,8.1731,13.3801,57.465,5943480.0,10.414,92.0,54.075,36927.0,72939.0,133.861,3780.52,2.0446,554.391,,-8.9581,2582.78,1294.2,1143.11,,-246.595,5.9367,8.4438,590.8,,,,,,,,,,,,,,,
2009-03-31,6653.98,10.63,17.1793,7.6438,10059.4,13.756,162.62,6844.17,11.822,8.486,1316.02,8894.24,966688.0,,50.11,17.1793,12.097,0.0,19.778,51.3985,8.1115,21.3018,13.4096,8.721,15.2982,54.693,5979840.0,19.334,74.0,37.598,45640.0,60994.0,133.861,3780.52,2.0446,554.391,,-8.9581,2582.78,1352.52,1143.11,,-246.595,5.1924,8.4438,642.06,,,,,,,,,,,,,,,
2009-04-30,6653.98,10.63,17.1793,7.6438,10059.4,14.078,166.39,6841.1,11.819,8.644,1316.02,9100.43,1058060.0,,50.11,17.1793,11.452,0.0,19.778,51.3985,8.1115,21.3018,13.4096,8.8777,15.6529,54.693,4850990.0,15.684,59.0,32.889,42472.0,66996.0,133.861,3780.52,2.0446,554.391,,-8.9581,2582.78,1351.54,1143.11,,-246.595,5.0747,8.4438,642.06,,,,,,,,,,,,,,,
2009-05-29,6794.84,11.27,17.297,7.9719,10773.1,12.476,152.15,6903.37,12.195,7.711,1351.38,8321.6,1855220.0,,50.1146,17.297,12.905,0.0,19.8883,45.4271,9.2841,26.6932,17.5863,7.8684,13.5004,54.693,4370930.0,8.05,57.0,34.72,47809.0,71346.0,133.861,3780.52,1.7803,554.391,,-6.472,2311.61,1379.05,1175.31,,-250.165,7.9369,12.076,668.76,,,,,,,,,,,,,,,
