security,y_m,trail_12m_net_sales,trail_12m_eps,trail_12m_oper_margin,ev_to_t12m_ebitda,enterprise_value,best_pe_ratio,px_last,best_sales,best_eps,best_opp_to_sales,best_cur_ev_to_ebitda,trail_12m_ebitda,cur_mkt_cap,volume,eqy_dvd_yld_12m,trail_12m_gross_margin,ebit_margin,best_ltg_eps,is_div_per_shr,ebitda_margin,tot_debt_to_tot_asset,sales_growth,eps_growth,sales_to_cash,current_ev_to_t12m_ebitda,pe_ratio,eqy_sh_out,short_int,si_percent_equity_float,rsk_bb_implied_cds_spread,ivol_delta,open_int_total_call,open_int_total_put,px_to_book_ratio,tot_debt_to_tot_eqy,tot_debt_to_ebitda,return_com_eqy,eqy_dvd_yld_ind,tang_book_val_per_sh,net_debt,curr_entp_val,trail_12m_cogs,best_ebitda,trail_12m_oper_inc,px_last_usd,trail_12m_cap_expend,free_cash_flow_yield,trail_12m_free_cash_flow_per_sh,best_estimate_fcf,interest_coverage_ratio,t12_fcf_t12_ebitda,tot_debt_to_com_eqy,altman_z_score,bs_cash_near_cash_item,bs_mkt_sec_other_st_invest,bs_cur_liab,bs_acct_note_rcv,is_operating_expn,invent_days,acct_rcv_days,accounts_payable_turnover_days,wacc_eva_spread,wacc_return_on_inv_capital,wacc
AZO US Equity,2023-06,17114.9,126.72,19.6045,15.332,59004.5,17.892,2493.36,18023.0,139.36,,12.622,3848.45,45269.4,190097.0,,51.5725,19.6045,13.475,0.0,22.4859,67.2179,5.8294,17.6746,14.8792,14.3486,19.6761,18.156,292661.0,1.618,41.0,17.67,5591.0,5486.0,,,2.7244,,,-252.632,9950.42,,,4125.69,3355.3,,-733.482,5.0048,124.787,2709.35,11.5522,61.5134,,,274.916,259.259,8464.95,471.009,1287.65,241.913,9.6857,293.769,35.0461,42.6857,7.6396
AZO US Equity,2023-07,17114.9,126.72,19.6045,15.332,59004.5,17.806,2481.72,18033.9,139.379,,12.544,3848.45,45058.0,106126.0,,51.5725,19.6045,13.475,0.0,22.4859,67.2179,5.8294,17.6746,14.8792,14.2937,19.5843,18.156,325502.0,1.799,52.0,17.109,5207.0,6172.0,,,2.7244,,,-252.632,9950.42,,,4134.64,3355.3,,-733.482,5.0282,124.787,2666.93,11.5522,61.5134,,,274.916,259.259,8464.95,471.009,1287.65,241.913,9.6857,293.769,35.0461,42.6857,7.6396
AZO US Equity,2023-08,17114.9,126.72,19.6045,15.332,59004.5,18.11,2531.33,18038.7,139.778,,12.768,3848.45,45958.8,136332.0,,51.5725,19.6045,13.475,0.0,22.4859,67.2179,5.8294,17.6746,14.8792,14.5277,19.9758,18.156,360555.0,1.993,52.0,18.687,5198.0,6193.0,,,2.7244,,,-252.632,9950.42,,,4132.67,3355.3,,-733.482,4.9297,124.787,2666.93,11.5522,61.5134,,,274.916,259.259,8464.95,471.009,1287.65,241.913,9.6857,293.769,35.0461,42.6857,7.6396
BKNG US Equity,2000-01,482.41,-2.16,-13.1378,,7600.05,,348.0,,,,,-58.03,8492.77,344533.0,,11.9879,-13.1378,,0.0,-12.0292,0.0,,,1.3604,,,24.405,1300180.0,6.702,,,9171.33,4523.17,23.6052,0.0,,,,14.7425,-163.154,,,,-63.378,,-27.416,-1.2005,-4.1777,,,,,,,,,,,,,,,,
BKNG US Equity,2000-02,482.41,-2.16,-13.1378,,7600.05,,335.625,,,,,-58.03,8190.76,465383.0,,11.9879,-13.1378,,0.0,-12.0292,0.0,,,1.3604,,,24.405,1218640.0,6.282,,,6461.33,5048.33,22.7658,0.0,,,,14.7425,-163.154,,,,-63.378,,-27.416,-1.2448,-4.1777,,,,,,,,,,,,,,,,
BKNG US Equity,2000-03,746.797,-1.92,-8.3077,,13463.5,,480.0,,,,,-54.77,13109.4,442117.0,,13.5386,-8.3077,,0.0,-7.334,0.0,535.077,70.3704,2.4933,,,27.311,1392410.0,7.178,,,13070.2,7436.67,33.5907,0.0,,-355.302,,14.2897,-149.48,,,,-62.042,,-34.382,-0.711,-3.4128,,,,,,,,,,,,,,,,
BKNG US Equity,2000-04,746.797,-1.92,-8.3077,,13463.5,,379.5,,,,,-54.77,10364.6,484467.0,,13.5386,-8.3077,,0.0,-7.334,0.0,535.077,70.3704,2.4933,,,27.311,1351120.0,6.965,,,5331.83,3563.5,26.5576,0.0,,-355.302,,14.2897,-149.48,,,,-62.042,,-34.382,-0.8993,-3.4128,,,,,,,,,,,,,,,,
BKNG US Equity,2000-05,746.797,-1.92,-8.3077,,13463.5,,228.75,,,,,-54.77,6516.48,287783.0,,13.5386,-8.3077,,0.0,-7.334,0.0,535.077,70.3704,2.4933,,,28.487,1694070.0,8.733,,,7760.83,4958.5,16.0081,0.0,,-355.302,,14.2897,-149.48,,,,-62.042,,-34.382,-1.4919,-3.4128,,,,,,,,,,,,,,,,
BKNG US Equity,2000-06,987.328,-1.74,-5.3784,,7134.62,,227.906,,,,,-43.417,6492.45,407750.0,,14.7248,-5.3784,,0.0,-4.3974,72.9611,215.599,30.0,3.6894,,,28.487,1750600.0,9.024,,,10071.3,4640.5,202.771,91.7523,,-1030.24,,1.124,220.873,,,,-53.102,,-35.974,-1.0476,-2.3876,,,,,,,,,,,,,,,,
BKNG US Equity,2000-07,987.328,-1.74,-5.3784,,7134.62,,141.75,,,,,-43.417,4038.08,974450.0,,14.7248,-5.3784,,0.0,-4.3974,72.9611,215.599,30.0,3.6894,,,28.487,1994120.0,10.279,,,11003.5,3248.67,126.117,91.7523,,-1030.24,,1.124,220.873,,,,-53.102,,-35.974,-1.6844,-2.3876,,,,,,,,,,,,,,,,
BKNG US Equity,2000-08,987.328,-1.74,-5.3784,,7134.62,,163.125,,,,,-43.417,4530.34,575533.0,,14.7248,-5.3784,,0.0,-4.3974,72.9611,215.599,30.0,3.6894,,,27.772,1785590.0,9.204,,,12413.7,5114.0,145.134,91.7523,,-1030.24,,1.124,220.873,,,,-53.102,,-35.974,-1.4637,-2.3876,,,,,,,,,,,,,,,,
BKNG US Equity,2000-09,987.328,-1.74,-5.3784,,7134.62,,71.25,,,,,-43.417,1978.77,1435630.0,,14.7248,-5.3784,,0.0,-4.3974,72.9611,215.599,30.0,3.6894,,,27.772,1800280.0,9.28,,,15649.0,4729.0,63.392,91.7523,,-1030.24,,1.124,220.873,,,,-53.102,,-35.974,-2.0063,-2.3876,,,,,,,,,,,,,,,,
BKNG US Equity,2000-10,835.106,-1.872,-4.4209,,2221.67,,34.5,,,,,-24.368,958.141,300867.0,,15.1823,-4.4209,,0.0,-2.918,125.915,215.599,-67.6056,0.0,,,27.772,1302260.0,6.713,,,13510.7,2730.33,63.392,91.7523,,-1030.24,,-6.039,228.957,,,,-36.919,,-38.403,-4.1434,-1.4295,,,,,,,,,,,,,,,,
BKNG US Equity,2000-11,835.106,-1.872,-4.4209,,2221.67,,15.0,,,,,-24.368,421.272,241900.0,,15.1823,-4.4209,,0.0,-2.918,125.915,215.599,-67.6056,0.0,,,28.085,1108010.0,5.712,,,13301.7,2096.33,63.392,91.7523,,-1030.24,,-6.039,228.957,,,,-36.919,,-38.403,-9.5298,-1.4295,,,,,,,,,,,,,,,,
BKNG US Equity,2000-12,835.106,-1.872,-4.4209,,2221.67,,7.875,,,,,-24.368,221.168,984100.0,,15.1823,-4.4209,,0.0,-2.918,125.915,215.599,-67.6056,0.0,,,28.085,1323670.0,6.823,,,13365.3,1844.0,63.392,91.7523,,-1030.24,,-6.039,228.957,,,,-36.919,,-38.403,-25.4572,-1.4295,,,,,,,,,,,,,,,,
BKNG US Equity,2001-01,894.062,-2.412,-5.8867,,503.06,,15.937,,,,,-35.246,447.601,660333.0,,15.4054,-5.8867,,0.0,-3.9422,0.0,34.8413,89.5093,2.9623,,,28.085,869680.0,4.483,,,9636.67,1829.83,63.392,0.0,,-1030.24,,-8.4687,-87.976,,,,-52.631,,-37.32,-12.5789,-2.0048,,,,,,,,,,,,,,,,
BKNG US Equity,2014-01,6793.31,37.669,35.5116,21.9713,55595.9,22.484,1144.89,8322.36,50.92,,16.362,2530.39,58878.9,810787.0,,84.14,35.5116,20.0,0.0,37.2483,18.1338,29.439,26.4249,1.1947,21.3486,30.3934,51.428,849541.0,1.663,14.0,36.88,67859.0,67233.0,8.6068,27.3765,0.7485,34.824,,79.4172,-4858.74,,,3301.51,2412.41,1144.89,-84.445,3.7851,43.3353,2627.27,,,,,,,,,,,,,,,
BKNG US Equity,2014-02,6793.31,37.669,35.5116,21.9713,55595.9,26.104,1348.84,8420.55,51.672,,19.658,2530.39,70331.7,927056.0,,84.14,35.5116,22.5,0.0,37.2483,18.1338,29.439,26.4249,1.1947,25.8747,35.8077,52.142,1108140.0,2.139,10.0,23.019,62980.0,76806.0,10.14,27.3765,0.7485,34.824,,79.4172,-4858.74,,,3330.58,2412.41,1348.84,-84.445,3.2128,43.3353,2696.26,,,,,,,,,,,,,,,
BKNG US Equity,2014-03,7133.1,39.2301,35.6269,21.4513,57458.9,23.106,1191.89,8418.37,51.583,,17.201,2678.57,62147.9,776701.0,,85.6948,35.6269,22.5,0.0,37.5513,17.116,26.0973,29.8569,1.2745,21.3876,30.382,52.142,1072260.0,2.074,12.0,31.069,90769.0,74441.0,8.6389,25.6576,0.691,35.1827,,84.9925,-4859.64,,,3330.58,2541.3,1191.89,-99.125,3.5904,42.7938,2696.26,,,,,,,,,,,,,,,
BKNG US Equity,2014-04,7133.1,39.2301,35.6269,21.4513,57458.9,21.639,1157.75,8785.78,53.504,,16.014,2678.57,60533.7,621725.0,,85.6948,35.6269,22.5,0.0,37.5513,17.116,26.0973,29.8569,1.2745,20.785,29.5118,52.286,1099050.0,2.12,15.0,45.115,82991.0,67867.0,8.3914,25.6576,0.691,35.1827,,84.9925,-4859.64,,,3476.68,2541.3,1157.75,-99.125,3.6963,42.7938,2696.26,,,,,,,,,,,,,,,
BKNG US Equity,2014-05,7133.1,39.2301,35.6269,21.4513,57458.9,23.722,1278.63,8822.49,53.9,,17.876,2678.57,67041.6,906145.0,,85.6948,35.6269,20.0,0.0,37.5513,17.116,26.0973,29.8569,1.2745,23.2146,32.5931,52.432,1302700.0,2.506,14.0,27.686,77639.0,78926.0,9.2676,25.6576,0.691,35.1827,,84.9925,-4859.64,,,3478.49,2541.3,1278.63,-99.125,3.3468,42.7938,2829.82,,,,,,,,,,,,,,,
BKNG US Equity,2014-06,7576.43,41.2112,35.894,20.1069,57727.3,22.293,1203.0,8822.81,53.962,,16.596,2871.01,63076.2,578606.0,,87.2684,35.894,20.0,0.0,37.894,15.5658,26.3854,27.6102,0.6061,20.1034,29.1911,52.432,1144800.0,2.202,16.0,22.476,75746.0,65065.0,8.0618,23.0747,0.6289,30.8723,,94.2561,-5359.03,,,3477.72,2719.48,1203.0,-109.95,3.6641,44.0787,2804.23,,,,,,,,,,,,,,,
BKNG US Equity,2014-07,7576.43,41.2112,35.894,20.1069,57727.3,21.93,1242.45,9267.12,56.656,,16.383,2871.01,65144.6,823196.0,,87.2684,35.894,20.0,0.0,37.894,15.5658,26.3854,27.6102,0.6061,20.8239,30.1483,52.432,1340800.0,2.579,17.0,44.473,81667.0,76608.0,8.3261,23.0747,0.6289,30.8723,,94.2561,-5359.03,,,3649.32,2719.48,1242.45,-109.95,3.5477,44.0787,2801.89,,,,,,,,,,,,,,,
BKNG US Equity,2014-08,7576.43,41.2112,35.894,20.1069,57727.3,21.855,1244.31,9403.27,56.934,,16.203,2871.01,65261.2,532725.0,,87.2684,35.894,21.0,0.0,37.894,15.5658,26.3854,27.6102,0.6061,20.8645,30.1935,52.448,1238810.0,2.381,17.0,17.643,77436.0,71681.0,8.3386,23.0747,0.6289,30.8723,,94.2561,-5359.03,,,3696.93,2719.48,1244.31,-109.95,3.5424,44.0787,2743.67,,,,,,,,,,,,,,,
BKNG US Equity,2014-09,8143.03,44.785,36.7835,18.4133,58345.6,20.374,1158.58,9382.87,56.866,,15.817,3168.68,60764.9,661578.0,,88.9441,36.7835,21.0,0.0,38.9127,25.8491,24.9612,24.9692,0.5624,18.4471,25.8698,52.448,1378940.0,2.65,23.0,22.459,81195.0,78857.0,6.9451,44.9402,1.2387,30.9615,,58.7435,-2312.05,,,3695.5,2995.29,1158.58,-118.212,4.289,49.6914,2743.67,,,,,,,,,,,,,,,
BKNG US Equity,2014-10,8143.03,44.785,36.7835,18.4133,58345.6,19.684,1206.21,9947.29,61.278,,15.318,3168.68,63262.9,1473070.0,,88.9441,36.7835,22.333,0.0,38.9127,25.8491,24.9612,24.9692,0.5624,19.2354,26.9334,52.448,1416220.0,2.719,26.0,30.178,67023.0,91295.0,7.2306,44.9402,1.2387,30.9615,,58.7435,-2312.05,,,3978.93,2995.29,1206.21,-118.212,4.1196,49.6914,3046.11,,,,,,,,,,,,,,,
BKNG US Equity,2014-11,8143.03,44.785,36.7835,18.4133,58345.6,19.663,1160.19,9507.09,59.005,,15.045,3168.68,60742.9,287734.0,,88.9441,36.7835,21.45,0.0,38.9127,25.8491,24.9612,24.9692,0.5624,18.4402,25.9058,52.356,1288210.0,2.477,42.0,20.532,81980.0,79222.0,6.9547,44.9402,1.2387,30.9615,,58.7435,-2312.05,,,3883.68,2995.29,1160.19,-118.212,4.283,49.6914,3078.08,,,,,,,,,,,,,,,
BKNG US Equity,2014-12,8441.97,45.8692,36.4051,16.7714,55029.1,19.261,1140.21,9502.76,59.199,,13.766,3281.13,59696.9,484359.0,,89.8384,36.4051,21.45,0.0,38.8669,26.1392,19.3974,18.1694,0.5844,16.9184,24.8579,52.356,1589380.0,3.056,43.0,18.312,63958.0,73676.0,6.9119,45.0684,1.1767,31.2781,,55.9526,-4185.47,,,3884.3,3073.31,1140.21,-131.504,4.6624,53.1608,3078.08,,,,,,,,,,,,,,,
BKNG US Equity,2015-01,8441.97,45.8692,36.4051,16.7714,55029.1,16.803,1009.48,9637.0,60.079,,12.373,3281.13,52852.4,928378.0,,89.8384,36.4051,20.233,0.0,38.8669,26.1392,19.3974,18.1694,0.5844,14.8323,22.0078,52.356,1327710.0,2.552,46.0,32.254,67511.0,53260.0,6.1194,45.0684,1.1767,31.2781,,55.9526,-4185.47,,,3933.17,3073.31,1009.48,-131.504,5.2662,53.1608,3181.59,,,,,,,,,,,,,,,
BKNG US Equity,2015-02,8441.97,45.8692,36.4051,16.7714,55029.1,21.579,1237.48,9361.55,57.346,,15.966,3281.13,64273.7,645357.0,,89.8384,36.4051,19.267,0.0,38.8669,26.1392,19.3974,18.1694,0.5844,18.3133,26.9785,51.939,1474140.0,2.857,35.0,18.987,75317.0,88320.0,7.5016,45.0684,1.1767,31.2781,,55.9526,-4185.47,,,3763.56,3073.31,1237.48,-131.504,4.2959,53.1608,3032.04,,,,,,,,,,,,,,,
BKNG US Equity,2015-03,8640.86,45.6223,35.5121,16.9659,56038.3,20.45,1164.15,9302.32,56.926,,15.045,3303.0,60465.0,1011650.0,,90.8462,35.5121,19.267,0.0,38.2254,31.4924,12.1143,1.1024,0.5654,17.0027,25.5171,51.939,1237280.0,2.397,33.0,22.296,59996.0,59295.0,6.9922,61.4604,1.6058,30.5969,,58.2621,-4304.99,,,3732.71,3068.55,1164.15,-133.036,4.618,53.7606,3015.32,,,,,,,,,,,,,,,
BKNG US Equity,2015-04,8640.86,45.6223,35.5121,16.9659,56038.3,21.209,1237.81,9541.77,58.363,,15.669,3303.0,64161.8,581233.0,,90.8462,35.5121,18.45,0.0,38.2254,31.4924,12.1143,1.1024,0.5654,18.1219,27.1317,51.835,1337820.0,2.597,22.0,36.796,61378.0,64483.0,7.4346,61.4604,1.6058,30.5969,,58.2621,-4304.99,,,3820.11,3068.55,1237.81,-133.036,4.3432,53.7606,3282.59,,,,,,,,,,,,,,,
BKNG US Equity,2015-05,8640.86,45.6223,35.5121,16.9659,56038.3,20.678,1172.04,9530.06,56.68,,15.281,3303.0,60754.9,843121.0,,90.8462,35.5121,18.35,0.0,38.2254,31.4924,12.1143,1.1024,0.5654,17.0905,25.6901,51.837,1436920.0,2.789,23.0,20.552,81939.0,66921.0,7.0396,61.4604,1.6058,30.5969,,58.2621,-4304.99,,,3694.12,3068.55,1172.04,-133.036,4.5869,53.7606,2994.31,,,,,,,,,,,,,,,
BKNG US Equity,2015-06,8797.68,44.6174,34.2576,16.6953,54688.9,20.243,1151.37,9542.36,56.878,,15.009,3275.71,59683.4,1082620.0,,91.6128,34.2576,18.35,0.0,37.2337,31.7135,7.3848,-8.9091,1.2072,16.9429,25.8054,51.837,1144750.0,2.222,25.0,22.453,74912.0,66836.0,6.8793,63.0987,1.6485,28.864,,57.5942,-4183.58,,,3697.88,3013.87,1151.37,-153.869,4.6721,53.7937,3010.98,,,,,,,,,,,,,,,
BKNG US Equity,2015-07,8797.68,44.6174,34.2576,16.6953,54688.9,20.863,1243.57,9937.54,59.606,,15.575,3275.71,64462.7,797514.0,,91.6128,34.2576,18.35,0.0,37.2337,31.7135,7.3848,-8.9091,1.2072,18.4019,27.8719,51.837,1238100.0,2.403,26.0,38.805,88210.0,75588.0,7.4301,63.0987,1.6485,28.864,,57.5942,-4183.58,,,3870.15,3013.87,1243.57,-153.869,4.3257,53.7937,3382.43,,,,,,,,,,,,,,,
BKNG US Equity,2015-08,8797.68,44.6174,34.2576,16.6953,54688.9,20.251,1248.64,9924.11,61.657,,15.089,3275.71,63308.0,467834.0,,91.6128,34.2576,18.56,0.0,37.2337,31.7135,7.3848,-8.9091,1.2072,18.0494,27.9855,50.702,1308080.0,2.595,32.0,30.43,66191.0,71906.0,7.4604,63.0987,1.6485,28.864,,57.5942,-4183.58,,,3918.31,3013.87,1248.64,-153.869,4.3082,53.7937,3382.43,,,,,,,,,,,,,,,
BKNG US Equity,2015-09,9064.09,47.7183,35.0821,16.8266,58105.0,19.969,1236.86,9933.53,61.94,,14.981,3453.16,62710.8,795104.0,,92.5312,35.0821,18.56,0.0,38.0972,32.6296,9.392,16.7736,1.6848,17.0139,25.92,50.702,1419610.0,2.816,33.0,30.457,62269.0,68452.0,7.2787,63.5801,1.57,28.9551,,58.5304,-3959.14,,,3921.65,3179.87,1236.86,-167.416,4.4273,54.7599,3382.43,,,,,,,,,,,,,,,
BKNG US Equity,2015-10,9064.09,47.7183,35.0821,16.8266,58105.0,21.881,1454.24,10501.3,66.46,,16.613,3453.16,73732.3,994289.0,,92.5312,35.0821,18.56,0.0,38.0972,32.6296,9.392,16.7736,1.6848,20.2056,30.4755,50.702,1252840.0,2.485,27.0,38.338,59547.0,72976.0,8.558,63.5801,1.57,28.9551,,58.5304,-3959.14,,,4199.94,3179.87,1454.24,-167.416,3.7655,54.7599,2947.47,,,,,,,,,,,,,,,
BKNG US Equity,2015-11,9064.09,47.7183,35.0821,16.8266,58105.0,18.955,1248.85,10321.7,65.885,,14.002,3453.16,62172.6,539293.0,,92.5312,35.0821,17.76,0.0,38.0972,32.6296,9.392,16.7736,1.6848,16.858,26.1713,49.784,1129150.0,2.281,23.0,25.1,66332.0,62917.0,7.3493,63.5801,1.57,28.9551,,58.5304,-3959.14,,,4157.57,3179.87,1248.85,-167.416,4.3848,54.7599,3041.03,,,,,,,,,,,,,,,
BKNG US Equity,2015-12,9223.99,49.1697,35.3308,16.6593,58830.8,19.401,1274.95,10305.9,65.717,,13.78,3531.4,63472.0,337743.0,,93.1463,35.3308,17.76,0.0,38.285,35.3515,8.6897,17.2254,1.3538,16.7216,25.9296,49.784,1392940.0,2.814,19.0,20.66,61952.0,63835.0,7.1915,70.0184,1.7439,29.3893,,65.5681,-4421.43,,,4157.29,3258.91,1274.95,-173.915,4.5372,57.8466,3041.03,,,,,,,,,,,,,,,
BKNG US Equity,2016-01,9223.99,49.1697,35.3308,16.6593,58830.8,15.779,1064.97,10537.3,67.492,,11.415,3531.4,53018.3,873601.0,,93.1463,35.3308,17.68,0.0,38.285,35.3515,8.6897,17.2254,1.3538,13.7614,21.6591,49.784,1354790.0,2.737,25.0,46.655,60545.0,50491.0,6.0071,70.0184,1.7439,29.3893,,65.5681,-4421.43,,,4257.37,3258.91,1064.97,-173.915,5.4318,57.8466,3256.0,,,,,,,,,,,,,,,
BKNG US Equity,2016-02,9223.99,49.1697,35.3308,16.6593,58830.8,18.3,1265.21,10715.2,69.139,,13.339,3531.4,62775.4,728230.0,,93.1463,35.3308,17.975,0.0,38.285,35.3515,8.6897,17.2254,1.3538,16.5243,25.7315,49.617,1395250.0,2.828,30.0,27.592,54060.0,66388.0,7.1365,70.0184,1.7439,29.3893,,65.5681,-4421.43,,,4374.72,3258.91,1265.21,-173.915,4.5721,57.8466,3368.06,,,,,,,,,,,,,,,
BKNG US Equity,2016-03,9531.41,51.4029,35.4119,16.2285,59325.1,18.645,1288.96,10716.0,69.133,,13.558,3655.62,63953.8,488678.0,,93.7849,35.4119,17.975,0.0,38.3534,34.477,16.7016,17.4455,1.1567,16.221,25.0756,49.617,1273840.0,2.58,28.0,23.203,47091.0,57301.0,7.0679,69.8293,1.7292,29.3223,,71.4276,-4655.94,,,4373.58,3375.26,1288.96,-195.908,4.6779,60.2965,3227.46,,,,,,,,,,,,,,,
BKNG US Equity,2016-04,9531.41,51.4029,35.4119,16.2285,59325.1,18.874,1343.66,11065.4,71.191,,13.869,3655.62,66696.2,1018020.0,,93.7849,35.4119,17.975,0.0,38.3534,34.477,16.7016,17.4455,1.1567,16.9712,26.1398,49.638,1086380.0,2.2,29.0,40.529,46798.0,51293.0,7.3678,69.8293,1.7292,29.3223,,71.4276,-4655.94,,,4473.15,3375.26,1343.66,-195.908,4.4875,60.2965,3161.0,,,,,,,,,,,,,,,
BKNG US Equity,2016-05,9531.41,51.4029,35.4119,16.2285,59325.1,18.527,1264.33,10953.7,68.243,,13.509,3655.62,62760.6,784182.0,,93.7849,35.4119,17.45,0.0,38.3534,34.477,16.7016,17.4455,1.1567,15.8946,24.5965,49.639,1368560.0,2.771,31.0,20.026,38961.0,47989.0,6.9328,69.8293,1.7292,29.3223,,71.4276,-4655.94,,,4301.28,3375.26,1264.33,-195.908,4.769,60.2965,2993.67,,,,,,,,,,,,,,,
BKNG US Equity,2016-06,9806.92,53.2724,34.9685,15.2427,56698.6,18.245,1248.41,10936.9,68.423,,13.242,3719.73,61970.3,921489.0,,94.5856,34.9685,17.35,0.0,37.9297,36.8525,12.0814,16.8663,0.9488,15.2968,23.4345,49.639,1346140.0,2.726,42.0,28.117,71247.0,68475.0,6.6599,78.2257,1.9505,29.7887,,77.4487,-5070.17,,,4296.89,3429.33,1248.41,-203.263,5.3752,67.1048,2943.19,,,,,,,,,,,,,,,
BKNG US Equity,2016-07,9806.92,53.2724,34.9685,15.2427,56698.6,19.009,1350.81,11242.9,71.06,,14.016,3719.73,67053.4,1413590.0,,94.5856,34.9685,17.35,0.0,37.9297,36.8525,12.0814,16.8663,0.9488,16.6633,25.3567,49.639,1414530.0,2.864,37.0,40.489,66370.0,65492.0,7.2062,78.2257,1.9505,29.7887,,77.4487,-5070.17,,,4422.24,3429.33,1350.81,-203.263,4.9677,67.1048,3117.84,,,,,,,,,,,,,,,
BKNG US Equity,2016-08,9806.92,53.2724,34.9685,15.2427,56698.6,19.599,1416.73,11329.1,72.287,,14.31,3719.73,70024.6,167289.0,,94.5856,34.9685,17.517,0.0,37.9297,36.8525,12.0814,16.8663,0.9488,17.4621,26.5941,49.427,1253240.0,2.549,35.0,18.855,51996.0,55342.0,7.5579,78.2257,1.9505,29.7887,,77.4487,-5070.17,,,4539.18,3429.33,1416.73,-203.263,4.7366,67.1048,3236.25,,,,,,,,,,,,,,,
BKNG US Equity,2016-09,10394.6,59.0803,26.6856,21.5541,66256.2,20.398,1471.49,11329.1,72.14,,14.686,3073.94,72731.3,436543.0,,95.4125,26.6856,17.517,0.0,29.5726,36.4793,18.9388,-56.7385,1.5236,21.5894,24.9066,49.427,1445830.0,2.94,34.0,18.858,57745.0,66717.0,7.3826,74.2923,2.3775,21.4045,,109.021,-6366.54,,,4519.06,2773.85,1471.49,-215.354,4.8716,71.6856,3236.25,,,,,,,,,,,,,,,
BKNG US Equity,2016-10,10394.6,59.0803,26.6856,21.5541,66256.2,20.498,1474.23,11875.1,71.919,,14.519,3073.94,72866.7,284405.0,,95.4125,26.6856,17.517,0.0,29.5726,36.4793,18.9388,-56.7385,1.5236,21.6335,24.953,49.427,1494430.0,3.038,37.0,35.993,44201.0,53825.0,7.3963,74.2923,2.3775,21.4045,,109.021,-6366.54,,,4580.29,2773.85,1474.23,-215.354,4.8626,71.6856,3582.85,,,,,,,,,,,,,,,
BKNG US Equity,2016-11,10394.6,59.0803,26.6856,21.5541,66256.2,20.51,1503.68,12061.6,73.314,,14.674,3073.94,74199.1,375620.0,,95.4125,26.6856,17.14,0.0,29.5726,36.4793,18.9388,-56.7385,1.5236,22.0669,25.4515,49.345,1461160.0,2.975,48.0,20.721,49297.0,57742.0,7.5441,74.2923,2.3775,21.4045,,109.021,-6366.54,,,4622.63,2773.85,1503.68,-215.354,4.7673,71.6856,3446.71,,,,,,,,,,,,,,,
BKNG US Equity,2016-12,10394.6,59.0803,26.6856,21.5541,66256.2,20.166,1466.06,12069.8,72.701,,13.759,3073.94,72342.8,407379.0,,95.4125,26.6856,17.2,0.0,29.5726,36.4793,18.9388,-56.7385,1.5236,20.3984,23.4473,49.345,1458660.0,2.97,52.0,19.451,57874.0,67261.0,7.3221,74.2923,2.3775,21.4045,,109.021,-6366.54,,,4625.23,2773.85,1466.06,-215.354,5.1912,71.6856,3446.71,,,,,,,,,,,,,,,
BKNG US Equity,2017-01,10743.0,62.5257,27.0531,20.327,65360.3,21.215,1575.13,12377.4,74.246,,14.957,3215.45,77724.8,517992.0,,96.0131,27.0531,17.2,0.0,29.9306,35.981,17.4219,34.714,1.1285,22.0722,25.1917,49.345,1309840.0,2.666,47.0,22.734,44932.0,48628.0,7.8668,72.4793,2.22,22.9025,,110.959,-6752.77,,,4745.21,2906.31,1575.13,-219.889,4.8317,76.106,3694.75,,,,,,,,,,,,,,,
BKNG US Equity,2017-02,10743.0,62.5257,27.0531,20.327,65360.3,23.388,1724.13,12415.5,73.72,,16.529,3215.45,84776.2,1739810.0,,96.0131,27.0531,17.575,0.0,29.9306,35.981,17.4219,34.714,1.1285,24.2652,27.5748,49.17,1348540.0,2.755,42.0,15.615,53314.0,69476.0,8.611,72.4793,2.22,22.9025,,110.959,-6752.77,,,4720.31,2906.31,1724.13,-219.889,4.4142,76.106,3731.36,,,,,,,,,,,,,,,
BKNG US Equity,2017-03,11014.3,63.3282,26.4425,24.8407,80289.0,24.189,1779.97,12405.6,73.586,,17.024,3232.15,87521.9,420527.0,,96.5495,26.4425,17.06,0.0,29.3451,37.5582,12.629,22.8117,0.994,24.8354,28.1071,49.17,1541670.0,3.149,48.0,11.854,47122.0,66134.0,8.0804,76.2506,2.5558,22.289,,131.745,-7250.17,,,4715.1,2912.46,1779.97,-237.192,4.2998,76.5355,3731.36,,,,,,,,,,,,,,,
BKNG US Equity,2017-04,11014.3,63.3282,26.4425,24.8407,80289.0,24.456,1846.82,12764.7,75.516,,17.353,3232.15,90776.2,477366.0,,96.5495,26.4425,17.26,0.0,29.3451,37.5582,12.629,22.8117,0.994,25.8422,29.1627,49.153,1630720.0,3.332,51.0,25.688,40463.0,67601.0,8.3839,76.2506,2.5558,22.289,,131.745,-7250.17,,,4813.23,2912.46,1846.82,-237.192,4.1442,76.5355,3933.9,,,,,,,,,,,,,,,
