,trail_12m_net_sales,trail_12m_eps,trail_12m_oper_margin,ev_to_t12m_ebitda,enterprise_value,best_pe_ratio,px_last,best_sales,best_eps,best_cur_ev_to_ebitda,trail_12m_ebitda,cur_mkt_cap,volume,eqy_dvd_yld_12m,trail_12m_gross_margin,ebit_margin,best_ltg_eps,is_div_per_shr,ebitda_margin,tot_debt_to_tot_asset,sales_growth,eps_growth,sales_to_cash,current_ev_to_t12m_ebitda,pe_ratio,eqy_sh_out,short_int,si_percent_equity_float,rsk_bb_implied_cds_spread,ivol_delta,open_int_total_call,open_int_total_put,px_to_book_ratio,tot_debt_to_tot_eqy,tot_debt_to_ebitda,return_com_eqy,eqy_dvd_yld_ind,tang_book_val_per_sh,net_debt,best_ebitda,trail_12m_oper_inc,trail_12m_cap_expend,free_cash_flow_yield,trail_12m_free_cash_flow_per_sh,best_estimate_fcf,interest_coverage_ratio,t12_fcf_t12_ebitda,tot_debt_to_com_eqy,altman_z_score,bs_cash_near_cash_item,bs_mkt_sec_other_st_invest,bs_cur_liab,bs_acct_note_rcv,is_operating_expn,invent_days,acct_rcv_days,accounts_payable_turnover_days,wacc_eva_spread,wacc_return_on_inv_capital,wacc,entity_name,weighted_sentiment_score,services,facility,revenue,mergers,business,products,acquisitions,analyst,labor,revenues,partnerships,change,equity,actions,issues,ratings,release,earnings,price,assets,product,contract,partnership,general,monthly_return,monthly_return_f1,year,month,year_bin
0,0.004400820959809349,0.012078573473413415,0.04945843132358824,,0.018948854693954364,,0.021253850261881674,,,,0.003466749595929281,0.014669671491776538,0.030423964749136785,,0.14766956971776915,0.04945843132358824,,0.0,0.06172374537924642,0.24565185300606052,0.4068360231526793,0.09424298706888487,0.026986142755761403,,,0.08148472727702111,0.21766154224229542,0.33523086309458955,,,0.03783912840102908,0.036120699642355744,0.09717207275385395,0.06616288173547603,,0.6214799768891712,,0.34786999058359025,0.12865387874953746,,0.21124229557594848,0.989286868432797,0.21532336362605012,0.041324763069562453,,,,,,0.002799142037690617,0.0173684893146647,0.005442782617758413,0.0,0.04085469597487868,0.11388960861926548,,0.20779763816000715,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0667874788965816,-0.0272232304900181,2000,2,0
1,0.01265347203650276,0.04080440162041122,0.5035696904994253,0.0017797780317942245,0.002657345466631306,,0.007066511760426295,,,,0.01978290842841085,0.0019529725296048527,0.00336375049192003,,0.4071274641643582,0.5035696904994253,,0.0,0.36777574226960896,0.1376013843214119,0.15022377244622057,0.1593508126391826,0.6311909386322041,0.0041359948397118535,0.008549501032773034,0.029478098324330952,0.0414747771509036,0.2873477436646111,,,0.0013852615576518282,0.00011647418321700448,0.002518111736440189,0.011126257975008269,0.09143225293915336,0.7751572502041839,,0.37679187742010295,0.13068885254902896,,0.25095959457608547,0.9891387391366347,0.23973930588122472,0.056452930897309496,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0857142857142857,0.15625,2000,2,0
2,0.0008013688982736624,0.002470617301380016,0.19918159558285836,,0.005065852101436476,,0.1055875002956025,,,,0.005006661775289246,0.005028327806154731,0.0015803503492184978,,0.08683594296840866,0.19918159558285836,,0.0,0.0,0.0,,,0.006351548201546335,,,0.00027030232275175505,0.0051078379927367796,0.16300960930860914,,,0.0030021292975754266,0.0031045228108770692,0.02447658382331532,0.0,,,,0.4097170335001827,0.1230579156570419,,0.22698360955120303,1.0,0.2179941119432781,0.014143988333521908,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0355603448275861,0.4301675977653632,2000,2,0
3,0.010416079031593738,0.040118119036694544,0.6447482743947961,0.005104299855873276,0.012704863754511646,,0.00858799513732332,,,,0.02972808024606172,0.011081520400277507,0.01355357263601942,0.012504847549152319,0.4528993038616378,0.6447482743947961,,0.043568464730290454,0.5820550610486641,0.052825639469562154,0.15318981821655184,0.1583011653910212,0.0069673738467859415,0.01064690657194617,0.011339835722699528,0.1524533337029775,0.0073428773904134935,0.001329178741856056,,,0.003112575037031262,0.0029442431233517655,0.0028203201201051535,0.002119763742239166,0.050301060371929454,0.7746015346114125,0.07916049190130775,0.3869036589307055,0.1271062821538131,,0.26550974752317036,0.963374639538292,0.23895456593915257,0.05709049243097723,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3606102635228848,-0.1388286334056399,2000,2,0
4,0.0,0.023720867304321228,0.37049998598622574,0.4568704169735195,0.022796466510002156,,0.001863560262881977,,,,0.006824479060946103,0.011539140584322564,0.05534694905050517,,0.7484643382867616,0.37049998598622574,,0.0,0.31171557334295974,0.01302393859123974,0.36092144746518695,0.1690974886314726,0.0015561386471445113,0.5172618297267569,0.8141455188775968,0.2591277731657818,0.2625122646861057,0.12969842895430675,,,0.138767833476261,0.09264618132850329,0.0198318650268501,0.0004282528871850155,0.0670470894267985,0.767773937793898,,0.352568233106152,0.12181098034066629,,0.22990896224261514,0.9975452211095882,0.22499221214554294,0.05157154428179143,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0445736434108526,0.2275517373954314,2000,2,0
5,0.49892597050113086,0.07776562077200908,0.44499593600546283,0.002053435572443131,0.13667679662443177,,0.012121124556580466,,,,0.5510589500036851,0.03158294250184666,0.017737830394894624,0.04854552619558071,0.19033296709356934,0.44499593600546283,,0.20746887966804978,0.3837943546152108,0.2267318369321863,0.1622901235822824,0.16610548402792075,0.03291609083778434,0.004077285887689521,0.0032952098577749517,0.2858782053157916,0.04630953724631092,0.004600374784825572,,,0.03515192562563343,0.0324165714734171,0.001533557262641273,0.06599713482731623,0.3075272359121669,0.7785969500907576,0.3094987390479162,0.4407672760036167,0.8809935901261683,,0.6815048166917774,0.7600394527319828,0.5103862086342705,0.21469660152763334,,,,,,0.16159256474227102,0.5799852616064849,0.3903706569918085,0.05587014527127186,0.29266977511339487,0.058806218741057396,0.037413975008585454,0.1489204069923518,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1633157785714734,0.1036013394051698,2000,2,0
6,0.11882572360141526,0.03348372725953639,0.49234847925069625,0.00904036251058611,0.09157658747589684,,0.017657616825579613,,,,0.10272922784426221,0.08336020881845617,0.030300530224223087,0.00041602685986480187,0.27457270849153054,0.49234847925069625,,0.016597510373443983,0.32841495184183483,0.018700640494681682,0.1792614299170643,0.16136976720250015,0.2549541515706122,0.019240461193128562,0.043952237850857584,0.5848228197794559,0.0813143424675197,0.00930969864685246,,,0.03311374444531067,0.015579512004315151,0.011328715720388278,0.0007504658285322653,0.008859845860964848,0.7759601141792792,0.0025024049086134724,0.3717728473461704,0.12766630459433972,,0.4031411222207003,0.8946349301919029,0.22526862613472332,0.051224028347242954,,,,,,0.00412491470718758,5.895357406042741e-05,0.03084565983313146,0.008701452712718648,0.09864560535414091,0.2222846113828046,0.01728248431372792,0.059106532827312486,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0154525386313466,0.1217391304347825,2000,2,0
7,0.04876542118735948,0.028059153637101614,0.4604556769799552,0.0033632392518663425,0.012738483871487667,,0.003257855533280161,,,,0.04050307299786454,0.01139251031991877,0.04143769076757272,0.0010881506560785393,0.2517838280398254,0.4604556769799552,,0.0036514522821576765,0.30586013169058823,0.08549004813961308,0.18501184449872166,0.16091027752306455,0.036022765472677694,0.007643664109565645,0.01898337127814951,0.3865215402457825,0.057582281255658944,0.01050813849606694,,,0.042790597957433535,0.016348739898823173,0.003849468091385193,0.004761386324749714,0.0602895798718253,0.7739844001905172,0.003444869094974389,0.3632032370452637,0.1318510450362271,,0.28340181710268,0.9403796500220502,0.21640081407367154,0.05004947836690858,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0714215286430088,0.2209217692481448,2000,2,0
8,0.026478256396225967,0.031551351584528445,0.4636444476152378,0.002945379686816797,0.006037187960880232,,0.0035412861509192643,,,,0.02506795078720346,0.004123296033925429,0.007434068689336435,0.007006603119783332,,0.4636444476152378,,0.011286307053941907,0.3056199448849448,0.0938341110573493,0.15490138942536838,0.15715261663267024,0.02680078810742166,0.00549538664546706,0.010355909788382025,0.12122840982658038,0.027949491430870537,0.0278065282287059,,,0.0012182651828174945,0.0016589723115329371,0.001999056541494468,0.006857626618501305,0.09805412789373999,0.772929518518943,0.03945350076697086,0.35967537096788976,0.13111593874213684,,0.2602839793635575,0.9627991634119483,0.20443541032434456,0.047726419651981204,,,,,,0.012463270969355475,0.0,0.014186550724143954,0.010969463385710051,0.11954832365908587,,0.15992248917365176,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1126763481179174,0.1428604781471796,2000,2,0
9,0.04053578311815279,0.03737298870182786,0.6759862512134653,0.004194063796280817,0.043771993249080515,,0.009516692782961763,,,,0.10089071597923796,0.026984216132828025,0.020650194640061192,0.0047759465395032135,0.3349874219972935,0.6759862512134653,,0.02020746887966805,0.6186600987181983,0.14172236482773892,0.14429297168324187,0.16189993590583304,0.03753921861576962,0.0070608316237422055,0.015829302331058268,0.341573832065505,0.0374105967067158,0.006177412677314623,,,0.022177828019022378,0.03161059503981922,0.00445716379235344,0.008478698012226959,0.0841079845182792,0.7752982557216488,0.024335075267139843,0.37568247053436826,0.1648113444024016,,0.3769118385609277,0.921743829238858,0.24159460159091609,0.05884513360955013,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1505016722408027,0.1771653543307085,2000,2,0
